baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NOC4L	798.269683223079	-0.486158013368345	0.172165672004998	-2.82378018629771	0.00474609224828928	0.0173387578117172
MAFG	3281.34134845877	0.374860188690339	0.132786398142868	2.82303152983349	0.00475718929165663	0.0173758751673194
NHSL2	376.111888544474	0.442731417312115	0.156842018786563	2.82278576071251	0.00476083734836715	0.0173857754604412
IQGAP3	3976.76580376203	0.282901672090918	0.100231066634776	2.82249487698022	0.004765158332259	0.0173981287878344
C16orf73	396.719207640348	-0.351847746660684	0.124663899225612	-2.8223707813272	0.00476700281296531	0.01739837782965
GNPDA2	1352.58701529911	-0.251414426487982	0.089079375535018	-2.82236404305672	0.00476710298492513	0.01739837782965
NICN1-AS1	363.288106119942	0.390256738257239	0.138293142547694	2.82195292599306	0.00477321830702141	0.0174172688479742
CNKSR3	2451.30667346852	-0.218386296370339	0.0773913224669918	-2.82184474187637	0.00477482871362522	0.0174197174238572
NLGN1	80.5829232607581	0.693225761147648	0.245695274236112	2.82148593741963	0.00478017332370606	0.0174357856244699
SLC39A1	2787.56970208551	0.360833494187882	0.127894420890752	2.8213388173993	0.00478236633028727	0.017439314740161
ORAI3	2658.50517595343	0.199344967812864	0.0706572611432871	2.82129486180632	0.0047830217196106	0.017439314740161
RN5S155	43.5378015509207	0.942398039858258	0.334112241116198	2.82060315033627	0.00479334602700883	0.0174735224542661
RAI1-AS1	1135.37856307776	-0.356199351994453	0.126301299945295	-2.82023504230546	0.00479884853069451	0.0174867060627233
LINC00051	101.71040827759	0.582563408743657	0.206562082924715	2.82028240853856	0.0047981401767568	0.0174867060627233
PIM3	2520.54697364602	-0.260695315957202	0.0924485835944537	-2.81989518737031	0.00480393377930927	0.0175007258289827
RANBP3L	107.962977758379	-0.531682553457503	0.188549821908049	-2.81985179342567	0.00480458343374412	0.0175007258289827
RPL13P5	1869.47837202956	-0.544511224895516	0.193130411066411	-2.81939660299422	0.0048114029208175	0.0175221240698429
NCAM2	17.6360821381592	-1.15084067018953	0.408206823550585	-2.81925877715496	0.00481346950108129	0.0175227676537204
HIST1H3J	8126.51618996095	-0.454965992535174	0.16137596363321	-2.81929218138868	0.00481296855951364	0.0175227676537204
ASUN	1594.2440248844	-0.242463785657483	0.0860331768514839	-2.81825912433805	0.00482848249310217	0.0175739704322054
PUM2	9286.9544128605	-0.138087181202143	0.0490064394675489	-2.8177354384944	0.00483636421470192	0.017596295416903
FAM185A	952.243493670919	-0.342737186827839	0.121636116970842	-2.8177254861728	0.00483651411453596	0.017596295416903
OMA1	1669.49079244234	0.27753272779703	0.0985023811565538	2.81752303384358	0.00483956432279971	0.0176039389568454
SPTAN1	10269.1085291365	0.179874863448064	0.0638492023475981	2.81718262459751	0.00484469695566894	0.0176191528428956
ABCA11P	5697.6864786051	-0.224755093912248	0.0797996782212294	-2.81649123056809	0.0048551368403774	0.0176536047259614
SAMD12	5019.86818697264	0.302418720008679	0.107376644563	2.81642922666712	0.00485607407825329	0.0176536047259614
CGNL1	775.971254303207	0.435677128760249	0.154706675572015	2.81614951099795	0.00486030423642602	0.0176655197491737
DLST	2393.07923596974	-0.267164642589916	0.0949013878307967	-2.81518161848438	0.00487496747629932	0.0177153433040358
SYT5	477.931925860828	0.405342787754413	0.143989208110138	2.81509144382795	0.00487633562733859	0.0177168432353775
PPP2R5E	6669.08922750739	0.191861869121729	0.0681578127466511	2.81496517258993	0.00487825202794013	0.017720334105019
ZNF219	2028.34417986317	0.296052603862723	0.105186716742641	2.81454363279607	0.00488465461225447	0.0177366428685426
CYSTM1	7298.0478372791	0.152196098847137	0.0540742597363437	2.81457572584844	0.00488416689765275	0.0177366428685426
LAMTOR3	502.971596941736	0.324651777775259	0.115359041735682	2.81427249126358	0.00488877687920758	0.0177481359530198
CCDC108	381.420762892905	0.280129898229519	0.0995527609742891	2.81388376864672	0.00489469226579393	0.0177661329764891
C16orf79	2749.91548855236	-0.421944352247766	0.149983939811357	-2.81326355860814	0.0049041437195893	0.017796955212537
SOGA3	216.85131037859	0.467655471430082	0.166249319319576	2.81297675890703	0.00490851987344645	0.0178093509162964
FANCL	4820.01731283819	-0.188374088659877	0.0669689411046909	-2.81285750606981	0.00491034054091717	0.0178124716335618
POLR3GL	319.938448672975	0.531379017924159	0.188947156802996	2.81231550087941	0.00491862319029141	0.0178361844766355
ITGA7	1110.09760125126	0.319817603373931	0.113722193620751	2.81227079069968	0.00491930699254175	0.0178361844766355
MUM1L1	406.145147633158	0.343529850237551	0.12215519662033	2.81224098312637	0.00491976292051287	0.0178361844766355
ABHD14A-ACY1	5170.2335203983	-0.374189662849903	0.133063867434422	-2.81210572084354	0.0049218323333246	0.0178401991378365
SH3TC2	2312.11053794046	0.300054732842078	0.106713241189503	2.81178539324127	0.00492673624897441	0.0178544844637447
TTLL12	8389.32721586344	-0.209407239679596	0.0744799293616942	-2.81159288783236	0.00492968545207382	0.0178616817161502
NRIP1	2808.74646358751	0.262276087379592	0.0933072794039751	2.81088559279565	0.00494053500251239	0.0178974958168763
FADS3	2134.68509194996	0.275392794254068	0.0980097222402779	2.80985179795656	0.00495643174913145	0.0179515762413855
DSC3	1384.98506072897	0.293183326324892	0.104408602792314	2.80803802066081	0.00498443416236803	0.0180494721942888
SIN3A	8101.82067537204	-0.227943726972034	0.0811800996237191	-2.80787690614552	0.00498692847073689	0.0180549788288452
TUBGCP6	3662.62511816431	-0.152141842520664	0.0541959017090761	-2.80725733354086	0.00499653095732217	0.0180826834645945
XIAP	2839.74947585519	0.163247394776063	0.0581513569432418	2.80728435856449	0.00499611175974102	0.0180826834645945
RTCD1	1630.9637872418	0.26473440626963	0.0943175779499186	2.806840591371	0.00500299926487956	0.0181025596815466
PLAG1	95.1548406352998	0.748599489171736	0.266714415910237	2.80674550948787	0.00500447610312816	0.018104370826455
HLA-AS1	308.293503249917	-0.424073499213054	0.151095260692203	-2.80666314264441	0.005005755766475	0.0181054680970377
CEND1	1017.31368809134	-0.412957929110194	0.147157324333873	-2.80623428687293	0.00501242331444159	0.0181260487408356
KDELR2	6413.09217674454	0.186870017320728	0.0665938459729942	2.8061154088699	0.00501427296696384	0.0181292021640432
PTP4A3	4379.35025911968	-0.283402191953223	0.101008285342918	-2.80573213366691	0.00502024064469014	0.0181472402563614
DPH3P1	112.83951210493	-0.56786498709226	0.202410736972993	-2.80550822344977	0.00502372994601837	0.0181527763287149
APOBEC3D	1649.35416112863	0.416997943750119	0.148634097176993	2.80553353281757	0.00502333542799594	0.0181527763287149
NR2F2	6325.13713385114	0.977986364803181	0.34865105774575	2.80505778793985	0.00503075594387648	0.0181746226813258
SHPRH	2489.07897215729	-0.266248523594871	0.0949249032264589	-2.80483323706627	0.00503426185798438	0.0181837459864555
PLEKHD1	481.963616125781	0.334439327108957	0.119248213620557	2.80456467191307	0.00503845786807808	0.0181953578784109
ADAMTS2	738.489666099673	0.366675639168746	0.130754825830808	2.80429909059884	0.00504261036840529	0.0182032639033887
POLH	3513.16871763128	0.209749989123321	0.0747948480140022	2.80433739345328	0.00504201129271734	0.0182032639033887
LRWD1	2989.81082473399	-0.181834825541545	0.0648452839130547	-2.80413338594294	0.0050452028130846	0.0182090776500274
TCF20	12393.1846413224	-0.176361989947417	0.0628959994583652	-2.80402555752632	0.00504689043272208	0.018211624087254
PIGQ	2181.68401224225	-0.246440949835861	0.0879117771058923	-2.80327571514127	0.00505864031702454	0.0182504719920045
SYT12	1172.56592010715	-0.26022537914743	0.0928876305610943	-2.80150734360991	0.00508644834518261	0.0183472277986902
ARPC5	985.461793089784	0.578943988869115	0.206663260542969	2.80138805198393	0.00508832919778009	0.018350442754499
PHTF1	2203.49301824204	0.277788063236436	0.0992269434019934	2.79952252596401	0.00511782456086217	0.0184532254825254
CPSF4L	1315.9316246597	-0.305530757747433	0.10914963226408	-2.79919181961349	0.00512306937188452	0.0184627818553897
MYD88	414.844251396283	0.444606875995671	0.158835418520536	2.79916708840471	0.0051234617896805	0.0184627818553897
KPNA5	1576.68144531834	0.275834299981317	0.0985381615033411	2.79926371441347	0.00512192874895551	0.0184627818553897
SLC16A13	484.051925575879	0.756288454563778	0.270265907006387	2.798312458056	0.00513703917725932	0.0185081123961719
C12orf55	196.048457501095	0.470818673262481	0.168266073922921	2.79806060892674	0.00514104646621631	0.0185153555388454
C12orf63	196.048457501095	0.470818673262481	0.168266073922921	2.79806060892674	0.00514104646621631	0.0185153555388454
ATXN3	1380.44007844859	0.221681062493026	0.0792354248246399	2.79775192704071	0.00514596190086997	0.0185294597067442
RN5S304	198.068301803098	-0.35752069928312	0.127791798850695	-2.79768109141987	0.00514709048268003	0.0185299254340552
THAP8	1550.19668621408	-0.332669451046823	0.118919807186967	-2.79742676107603	0.00515114442033371	0.0185409204446173
PDCD6	5902.58507192457	0.202245346868714	0.0723015156768849	2.79724906145187	0.0051539786029634	0.0185475216792845
SKA3	2289.05687058847	-0.236492121100454	0.0845588568818923	-2.79677528553602	0.00516154188040582	0.018571135551076
SAAL1	2002.50461054324	-0.275241706952347	0.0984168286469195	-2.79669352016823	0.00516284818308762	0.0185722321449422
NREP	509.890757397265	-0.448627413839363	0.16042580972812	-2.79647903663176	0.00516627624217255	0.0185809593938805
IFT80	2873.68750429159	0.351032361071067	0.125536715864057	2.79625254376733	0.00516989847734568	0.0185836202506398
AIMP1	1879.04906016676	-0.183748910421548	0.065711034233001	-2.79631743079866	0.00516886052324799	0.0185836202506398
ITGB1BP2	546.694581001384	-0.502222346825762	0.17961002488068	-2.79618215720087	0.00517102461676559	0.0185836202506398
AMMECR1	1935.65387128788	-0.172481205727286	0.061683924394885	-2.79620999181415	0.00517057925450882	0.0185836202506398
NDUFA13	5609.00714572045	-0.2275347453446	0.0813838217414248	-2.79582281190395	0.00517677736384302	0.0185997373733371
TRAPPC2P1	83.5419939575224	0.683422071853929	0.244448013989447	2.7957767408306	0.0051775153322458	0.0185997373733371
C5orf27	60.9233380711116	0.81377430073545	0.291116492959194	2.79535622480007	0.00518425557080519	0.0186203438514452
URI1	3341.41869293506	-0.338924705829122	0.121248628711886	-2.7952869193637	0.00518536719329773	0.018620729905599
EIF3M	3995.66944136159	-0.234159423530788	0.0837838506064162	-2.79480379376184	0.00519312225773789	0.0186446225127798
LRP5L	2089.77833830257	-0.331585053129774	0.118645813093724	-2.79474719320975	0.00519403148732855	0.0186446225127798
DHCR7	2711.30333389131	-0.466271233740269	0.166877580699112	-2.7940915237798	0.00520457463077055	0.0186716392559029
C5orf62	895.227783543725	0.567010892891833	0.202932128953713	2.79409128468348	0.00520457847895612	0.0186716392559029
LCA5	215.199491194832	0.507784811424525	0.18172748536128	2.79421030019226	0.00520266327688652	0.0186716392559029
PCID2	3199.4517945319	-0.238974160419363	0.085543499728195	-2.79359812468133	0.00521252121867685	0.0186965171139542
HSPA8	10060.7857511294	-0.29558534193819	0.105811913416643	-2.79349774891885	0.00521413919208121	0.0186987037667673
ACD	920.89488394261	-0.539745551402486	0.193236088018529	-2.79319229103174	0.00521906570980067	0.01871275222787
SLC26A2	852.562491035236	0.317935791664109	0.113831192867967	2.79304629648293	0.0052214218393304	0.0187175810146033
C14orf118	5557.75774396866	0.221743732040712	0.0793976435873086	2.79282510187943	0.00522499341414904	0.0187267641809006
C14orf45	835.834053240628	0.365353768084544	0.130826643701524	2.79265566819923	0.00522773071079928	0.0187329542610747
CPSF3L	5305.91375028058	-0.268542982424304	0.0961648520759247	-2.79252738008979	0.00522980413932798	0.0187367635161704
SYTL4	601.31890255138	0.390534938110085	0.139870877763318	2.79211044039436	0.00523654796819239	0.0187573006610314
UNC13D	1041.48900980504	0.350533504214305	0.125556478835909	2.79183923812024	0.00524093877001582	0.0187694029646916
MCCC1	2044.31473004894	0.17209108229554	0.0616574690927451	2.79108248891438	0.00525320823717715	0.0188097110542987
MRVI1	4903.1739870215	0.49547858822773	0.177539102862384	2.79081385587371	0.00525756992502909	0.0188216943416485
ACTN1	11952.0524297442	0.392775497471056	0.140747960825901	2.79063011049163	0.00526055520958064	0.0188287465366654
TRIM15	267.492087361298	0.742376978163938	0.26603432854455	2.7905307643018	0.0052621699103844	0.0188308913196002
OR51A10P	1098.72056554917	-0.371309638992022	0.133067996237594	-2.79037521786266	0.00526469894849623	0.0188326730904541
PLAGL2	2405.96680674803	-0.238871881273998	0.0856040752109089	-2.79042651515681	0.00526386478165282	0.0188326730904541
NPC1	4278.91781703108	0.333722557786157	0.119620768336311	2.78983793890959	0.00527344304506566	0.0188603139494113
SRRM2	13310.835917238	-0.33284018544222	0.119315183022835	-2.78958785470346	0.00527751758290816	0.0188712468294348
KIAA1033	2192.69694290543	0.287359110375315	0.103032547268295	2.78901296720383	0.00528689481579683	0.0189011331143506
SH2D3A	5708.52615532511	0.287666297736002	0.103156487063595	2.7886399190645	0.00529298781044486	0.0189192686886834
ARL5A	2509.99498405658	-0.172966345058343	0.0620344388822314	-2.78823099192868	0.00529967410296355	0.0189395175496928
LY6G5B	1175.39864637017	-0.31106497829071	0.111569071443661	-2.7880932794873	0.00530192753039081	0.0189439198696661
E2F6	2907.76049253086	-0.18145698808022	0.0650868959508325	-2.78791891100929	0.00530478201245247	0.018950467663055
C21orf67	756.825626965167	-0.37571869963442	0.134782676086643	-2.78758895833834	0.00531018726892393	0.0189661234042614
PIK3R4	1549.71095449019	-0.304958448523715	0.109407870310268	-2.78735384994597	0.00531404182906805	0.0189762356399457
LRRC45	2304.17810152872	-0.488810282407908	0.175394749362248	-2.78691513962231	0.005321241164322	0.0189982857433938
INHBB	30.1288138140262	0.943952098757137	0.338724834481455	2.78678148947127	0.00532343614328175	0.0190024638770003
PCMT1	3446.97324289368	0.244641677971744	0.087800277389712	2.78634288233365	0.00533064527418183	0.0190245354050092
VAMP8	519.138924429684	0.445557365208655	0.159920218112191	2.78612279590613	0.00533426602808854	0.0190264722494468
TMEM71	29.7776235230422	0.97067767552564	0.348397205397884	2.78612359825644	0.00533425282418218	0.0190264722494468
PSMA6P2	159.207886121374	-0.404027397833691	0.145010351428144	-2.78619694287064	0.00533304595060165	0.0190264722494468
KAT2B	1113.20129366712	0.367679519052005	0.131974831716809	2.78598210180687	0.00533658182196003	0.0190310717896975
SLC16A10	1469.54082547241	-0.375040294189115	0.134628502402534	-2.78574215337966	0.00534053341492629	0.0190415019508543
CEACAM22P	924.192431547414	-0.471293106238991	0.169214270758007	-2.78518534002955	0.00534971348353023	0.0190705664818502
FMNL1	2063.50848886737	0.235788082011774	0.0846750297133324	2.78462355206766	0.00535899000686605	0.0190999636147077
FAM190A	4175.02781287168	-0.284077761447979	0.102024434706719	-2.78440907087204	0.00536253545719591	0.0191089272709917
UQCRQ	676.855684946042	-0.296274936965496	0.106409371497041	-2.78429364629538	0.00536444434297052	0.0191120568484237
RCOR1	8170.82074154702	-0.177013812048336	0.0635863333798126	-2.7838342398358	0.00537204806629358	0.0191354704843158
TLN1	3948.24753991842	0.289638058111151	0.10406805503553	2.78316009665277	0.00538322355708696	0.019171595475825
PSME3	3193.57727322765	-0.260108038039356	0.0934704513835757	-2.78278358763828	0.00538947420134632	0.0191901708121671
IL12A	334.505500296289	-0.466524866315984	0.16768688643025	-2.78211896140153	0.0054005240425433	0.0192258241207377
SPATA5	8608.13042875841	-0.272911986686517	0.0981074648595558	-2.78176576142498	0.00540640454043394	0.0192430644525541
C15orf63	3932.76544648384	-0.190047218237034	0.0683225407176182	-2.7816181342335	0.00540886412811477	0.0192481244275111
WDR1	8669.82276707885	0.395037619916828	0.142048656897115	2.78100214775667	0.00541913786388828	0.0192809847559371
PNN	4880.63855634154	-0.386796550394993	0.139112062424431	-2.78046737036272	0.0054280714366637	0.0193053618568262
IMP3	2324.18932067564	-0.298635591387342	0.107404389010042	-2.78047847150286	0.00542788585464876	0.0193053618568262
ANK1	927.484805855391	0.276788580495342	0.0995536559614711	2.78029548811813	0.00543094558910415	0.0193118801542373
NAV1	6871.04387651712	-0.180816428563308	0.065038837908027	-2.78013006350152	0.00543371305681403	0.0193143137675981
MRPS2	2856.54660986411	-0.459587336021511	0.165311349766414	-2.78013177359516	0.00543368444132644	0.0193143137675981
ANAPC7	4363.34320100432	-0.221706332379242	0.0797576473895771	-2.77975015105843	0.00544007361412501	0.0193295123779142
RPPH1	2345.6751595127	-0.347368621146496	0.124962654066544	-2.77977947684688	0.00543958239761053	0.0193295123779142
RGL4	1698.36367946921	-0.329225315774973	0.118454741124317	-2.7793342220845	0.00544704487300364	0.0193505747365861
VWA7	2038.7099544541	-0.209968621607681	0.0755563226733101	-2.7789682475091	0.00545318553010867	0.0193686788872506
RTKN	5288.8891394559	-0.269796053611619	0.0971039457705707	-2.77842523772485	0.00546230816134173	0.0193973654814096
DNAH2	403.956984863336	0.28886413361039	0.103982748101156	2.778000571108	0.00546945221001591	0.0194162091248077
CTHRC1	2921.15531555631	-0.20678717916227	0.0744390236860575	-2.77794050650615	0.00547046334067755	0.0194162091248077
RIMS2	245.143537451239	0.388344345629033	0.139796648584734	2.77792314451408	0.00547075564479726	0.0194162091248077
HIST1H2AH	3206.36288537996	-0.402263419834037	0.144821683380729	-2.77764634717376	0.00547541767135251	0.0194290366049677
NFXL1	3592.85259557214	-0.177276016634289	0.0638276355304072	-2.77741788742645	0.0054792682612815	0.0194389804165304
TMEM145	332.026790432124	-0.584226809660429	0.210367355707854	-2.77717428017572	0.00548337684837168	0.0194461159449617
BUB1	3728.25708708601	0.312250945318616	0.112433545214539	2.77720447863488	0.00548286738171673	0.0194461159449617
TOX2	2836.67151246529	-0.282415808540932	0.101696975119686	-2.7770325342377	0.00548576876091204	0.01945087875762
ANKRD29	972.314086078206	-0.236315338985122	0.0851012330872414	-2.77687326507789	0.00548845749518133	0.0194566919882704
APITD1-CORT	2343.51841361983	-0.19638852240428	0.0707446034499545	-2.77602124864843	0.0055028611931249	0.0195002977193404
APITD1	2343.51841361983	-0.19638852240428	0.0707446034499545	-2.77602124864843	0.0055028611931249	0.0195002977193404
SOX13	2427.40862887994	-0.342858840129136	0.123529774373815	-2.77551579663384	0.00551142218777125	0.0195231734575034
BACE2	4566.77334422981	-0.234578636598473	0.0845159753730999	-2.77555379989302	0.0055107780973367	0.0195231734575034
NADK	5622.01138759454	-0.213822453274606	0.0770487179295786	-2.77515913334258	0.00551747033411469	0.0195408651405315
LHFPL2	7457.52114886151	-0.226309908562737	0.0815520529227198	-2.77503631670919	0.00551955439307931	0.0195445133979879
FBXL17	4406.60425627613	0.187168246540853	0.0674544537067638	2.77473519175629	0.00552466714861501	0.0195588827040696
ZDHHC13	1887.73077903705	0.259643135587159	0.0935924069357146	2.77419017298592	0.00553393181061261	0.019587942640962
SLC35D3	103.17290462972	-0.462990105462255	0.166904233503282	-2.77398658946031	0.00553739608033273	0.0195964642965057
DICER1	3021.97489487504	-0.214844626441226	0.077490594683263	-2.77252519895333	0.00556232126634943	0.0196809169172264
DNASE2B	13.1431215563922	-1.4640933726182	0.528090719002561	-2.7724277665465	0.00556398664847277	0.0196830538743379
EP400	9064.29092780655	-0.161778983190647	0.0583718405120386	-2.77152445034318	0.00557944819022795	0.0197339857409092
TEX19	143.243927745496	0.702492929727729	0.253500123173543	2.77117391870777	0.00558545847115429	0.0197514763327775
FAHD1	1219.18399411567	-0.36726841437992	0.132536408280641	-2.77107565494186	0.00558714436805926	0.0197536711460993
ASTL	208.065282598173	-1.42969752338133	0.516013993604466	-2.77065649595002	0.00559434097456025	0.019775344840306
USP33	2099.08961405873	0.22563293737651	0.0814476276926686	2.7702824964762	0.00560076928963106	0.019794294969872
PLBD2	1823.0561537067	-0.184911690079641	0.0667731044003364	-2.76925405431217	0.00561848056150419	0.0198531066182419
C20orf195	605.777295043899	0.447715843423276	0.161704172246045	2.76873402339948	0.0056274554722195	0.0198810314873001
DIAPH2-AS1	1458.83290776738	0.207409966569543	0.0749219579440272	2.76834685399566	0.00563414580049048	0.019900876137961
TXNRD3	2455.48095604802	-0.240189332973169	0.086774476544138	-2.76797213349937	0.00564062784259142	0.0199199776638765
RYKP1	235.547032003761	-0.549401937787847	0.198507433505015	-2.76766430398672	0.00564595781428311	0.0199350041332951
ARHGAP30	1200.00787562691	0.301136252819326	0.108809641929708	2.7675511790937	0.00564791767773158	0.0199381278156966
GLI1	741.607237059736	0.304081281356326	0.109913353376479	2.7665544905611	0.00566521162452706	0.019995371976633
FGF3	134.130344865673	-0.63891773723895	0.230969918364759	-2.76623787964431	0.0056707152572916	0.0200083158923722
SNORD68	342.267754271564	-0.317135446654854	0.114645804453819	-2.76621938470152	0.00567103690305803	0.0200083158923722
PCBP4	5601.84075059771	-0.351816660174875	0.127224020293321	-2.76533204471721	0.00568648799102122	0.0200590133736917
THRA	1853.41727673732	-0.2529015575622	0.0914637135851939	-2.76504799170039	0.00569144217095344	0.0200726709049373
MRPL19	2901.79687528682	-0.203252672745423	0.0735100817714575	-2.7649632247361	0.00569292134896727	0.020074069879302
UCHL3	1556.84391369367	0.372021284623376	0.134565521969005	2.76461072033789	0.00569907624753197	0.0200919524589796
TOMM5	2057.26458212635	-0.440398538102263	0.159321009503952	-2.76422136335596	0.00570588158534827	0.0201121209121267
SYPL2	167.748920095943	-0.534564077239224	0.193409232528379	-2.76390154829236	0.0057114769231319	0.0201280174957351
SCLT1	7060.13140965126	0.364629332437944	0.131932944129543	2.76374740853141	0.0057141754486237	0.0201337012196994
CHADL	1394.59060697796	-0.29419342805343	0.10649633068394	-2.76247478353538	0.00573649927605886	0.0202010239580879
F12	2661.9291726252	-0.377445989873801	0.136630929098879	-2.76252231001551	0.00573566417574951	0.0202010239580879
SEMA4D	5949.55819147804	-0.206284496378665	0.0746738812648554	-2.76247186947481	0.00573655048335261	0.0202010239580879
FAM212B	3496.0057084984	0.185399350079176	0.0671250329305771	2.76200013593918	0.00574484545183899	0.0202263934040065
DBH-AS1	86.4362033370194	0.469467281358641	0.170022835690989	2.76120133775373	0.00575891619711101	0.020272084654371
NCOR1	10977.8219309438	-0.166940938624916	0.060464735450812	-2.76096368205766	0.00576310847116686	0.0202829917421367
TSN	1056.2393667211	-0.24893040221379	0.090165398349066	-2.76081963559991	0.0057656508066699	0.0202880889106047
PSG8	11.6073916149207	1.98174730165865	0.718005013534842	2.76007446229689	0.00577881883319561	0.020330566579924
ATP2B4	3750.13669620629	-0.19066028588014	0.0690986868292603	-2.75924615400076	0.00579348776466493	0.02037830749392
OR51B6	12841.7580462935	-0.393423736389044	0.142603487966293	-2.75886475148516	0.00580025349680623	0.0203982364583301
SGPL1	3641.08064723018	-0.189326618227679	0.0686306032239088	-2.75863258275608	0.00580437544513063	0.0204049930340289
CEP164	5479.16430734933	0.152409650949717	0.0552476765398881	2.75866173013952	0.00580385781445496	0.0204049930340289
PPME1	3670.01377991175	-0.196272418615962	0.0711573840331552	-2.75828603429983	0.00581053301658722	0.0204227680552679
MSH6	3776.62807537989	-0.311825369074583	0.11305602779239	-2.75814899181849	0.00581296965085447	0.0204274605278464
SHROOM1	1629.23770476045	-0.205372590580394	0.074465326673645	-2.75796266201139	0.00581628409835982	0.0204352353770338
SBF1	3981.6311778278	-0.163505691728945	0.0592881620524481	-2.75781346678116	0.00581893922163222	0.0204406912153718
MFI2	8984.02970437042	-0.266325498420127	0.096586768642423	-2.75737041588066	0.00582683033082375	0.0204645344043173
RAB3GAP1	5291.9903811577	0.218789260923208	0.0793537985303193	2.75713658294018	0.00583099898049368	0.0204714208811577
C8orf39	706.866687364898	-0.363797499327206	0.131945446189089	-2.75718116717612	0.0058302039489925	0.0204714208811577
ALDH3A2	1695.7962984585	-0.308964595865768	0.112069517630954	-2.75690127339703	0.00583519666820908	0.0204822803360343
ZNF689	1456.21796505347	-0.203420299177642	0.0737914903730875	-2.75669048218372	0.00583895928637908	0.0204916088203281
GNPNAT1	2419.02845835424	-0.177847367182477	0.0645186319242202	-2.75652725233489	0.00584187443777186	0.020497960184303
NT5DC2	2800.10083008767	-0.200008965901757	0.0725658969599824	-2.75623914649681	0.00584702297378575	0.0205121441592665
RNMT	1863.55314538372	-0.280603107826038	0.101809230339279	-2.75616569235352	0.00584833627512207	0.020512870793619
IBTK	3013.78908120935	0.183325009027848	0.0665370098265925	2.75523365876564	0.00586502339884747	0.0205675101944454
HDHD3	921.28038024641	0.321965466894587	0.116860218618251	2.75513318990405	0.00586682475291848	0.0205699372694499
RAB1B	1805.64064882721	0.242684392202445	0.088094172600227	2.75482912250906	0.0058722795611176	0.0205851705446814
GTF2B	1989.70686673245	0.248964369544959	0.0903873722885261	2.7544153927856	0.00587970899544272	0.0206073187698903
IFFO2	3955.54697677932	-0.27691331548489	0.100560233096499	-2.75370598255437	0.00589246774931664	0.0206478635729044
TLX2	95.3289358958775	-0.576269427307455	0.209274874821704	-2.75364841478662	0.005893504200355	0.0206478635729044
RSC1A1	196.805917092207	-0.379438380125639	0.137801769697647	-2.75350876086839	0.00589601921463775	0.020652773010246
KRT5	8.36674748858441	2.48889334607203	0.904006169020717	2.75318181596944	0.00590191091822687	0.0206695063394899
S1PR3	8.63252863002008	2.16637576265788	0.786923379005067	2.75296912057296	0.00590574663941529	0.0206790343053846
KIAA1147	3356.86887730375	-0.195830711422209	0.0711475356394054	-2.75245951475721	0.00591494594662339	0.0207073357814205
ZBTB9	501.333899379002	-0.404152021953412	0.146877854950856	-2.75161985507371	0.00593013149632057	0.0207565795522402
LYG2	211.81556253192	-0.614420033064071	0.223356851192293	-2.75084480186866	0.00594417978839481	0.0208018248718614
C10orf10	1287.59876565495	0.457429376403539	0.166322211030483	2.75026031441887	0.00595479379346646	0.0208292166637675
RNF126	3555.25684438995	-0.351001799503365	0.127623873426437	-2.75028323525759	0.00595437724076278	0.0208292166637675
MFAP3L	1560.18574882129	-0.185130985372039	0.0673147714667759	-2.75022823873676	0.00595537676613974	0.0208292166637675
C9orf91	1360.71878205294	-0.306383403475226	0.111428486132386	-2.74959675132998	0.00596686447180646	0.0208654600726342
C2orf63	2173.64991348066	0.369869539793081	0.134523739029458	2.74947412599115	0.00596909752494228	0.0208693334280787
DBIL5P	325.568647083427	-0.378340516624123	0.137627613618856	-2.74901603447033	0.0059774462049244	0.0208945829263182
CDC25B	5002.55772557864	0.158719772296174	0.0577526330915374	2.74826901908704	0.00599108306884448	0.0209383046416608
BPIFC	31.2793895338257	0.883932969778343	0.321654402186278	2.74808292306982	0.00599448463457628	0.0209422989946463
CLOCK	9625.20515305615	0.219368429136114	0.079825891928786	2.74808616397066	0.00599442538071633	0.0209422989946463
ZNF282	4726.75522170347	-0.271896498944417	0.0989702329732741	-2.74725531885774	0.00600963312781	0.0209912670412712
CKAP2L	2215.84218878411	0.519399146534597	0.189080586077791	2.74697237463029	0.00601482005380465	0.0210054280749065
SH2D2A	1132.29937887185	-0.406970036943289	0.148177089566041	-2.74651120584944	0.00602328283248738	0.0210310218123981
AP3B2	69.7741998539455	-0.624543498481648	0.227457975455045	-2.74575335172226	0.00603721330183297	0.0210756934241699
GATC	4844.47691853446	-0.191414001180774	0.069728029216931	-2.74515145961268	0.00604829763294385	0.0211104143243574
GNGT1	3141.12082756132	0.24428974374485	0.0890222797942001	2.74414162734986	0.00606693570028102	0.0211714820523168
CYP27C1	27.2920733968638	0.870536200483511	0.317333071608074	2.74328860862847	0.00608271981467059	0.021222569377846
ASCC3	9404.49848091499	-0.194382231362918	0.0708679560820596	-2.74287904025111	0.00609031153426318	0.0212450596484907
C11orf80	6301.75116036901	0.310705689674688	0.11330289027483	2.74225740332866	0.00610185044334674	0.0212813079972582
GTPBP2	5721.51014680796	0.178946656244148	0.0652807724466529	2.74118472465047	0.00612180796305566	0.0213468986210801
NBEAP3	32.9278919678724	-0.859537541595318	0.313663853199326	-2.74031429770488	0.00613804571251003	0.0213994960881342
