name_hg38,name,chr,start,end,TargetGene,category,TargetGeneTSS_hg38,chr_hg38,start_hg38,end_hg38
chr7:121343237-121344267,chr7:120983291-120984321,chr7,120983291,120984321,FAM3C,putative_enhancer,121396368,chr7,121343237,121344267
chr7:121344453-121347051,chr7:120984507-120987105,chr7,120984507,120987105,FAM3C,putative_enhancer,121396368,chr7,121344453,121347051
chr7:121347199-121347699,chr7:120987253-120987753,chr7,120987253,120987753,FAM3C,putative_enhancer,121396368,chr7,121347199,121347699
chr7:121396068-121396822,chr7:121036122-121036876,chr7,121036122,121036876,FAM3C,TSS,121396368,chr7,121396068,121396822
chr7:121397316-121397816,chr7:121037370-121037870,chr7,121037370,121037870,FAM3C,putative_enhancer,121396368,chr7,121397316,121397816
chr7:121398179-121398777,chr7:121038233-121038831,chr7,121038233,121038831,FAM3C,putative_enhancer,121396368,chr7,121398179,121398777
chr7:121420910-121421410,chr7:121060964-121061464,chr7,121060964,121061464,FAM3C,putative_enhancer,121396368,chr7,121420910,121421410
chr7:121437886-121438916,chr7:121077940-121078970,chr7,121077940,121078970,FAM3C,putative_enhancer,121396368,chr7,121437886,121438916
chr7:121442835-121443335,chr7:121082889-121083389,chr7,121082889,121083389,FAM3C,putative_enhancer,121396368,chr7,121442835,121443335
chr7:121449246-121449746,chr7:121089300-121089800,chr7,121089300,121089800,FAM3C,putative_enhancer,121396368,chr7,121449246,121449746
chr7:121472870-121473370,chr7:121112924-121113424,chr7,121112924,121113424,FAM3C,putative_enhancer,121396368,chr7,121472870,121473370
chr7:121473579-121474079,chr7:121113633-121114133,chr7,121113633,121114133,FAM3C,putative_enhancer,121396368,chr7,121473579,121474079
chr7:121488128-121488628,chr7:121128182-121128682,chr7,121128182,121128682,FAM3C,putative_enhancer,121396368,chr7,121488128,121488628
chr7:121493500-121494000,chr7:121133554-121134054,chr7,121133554,121134054,FAM3C,putative_enhancer,121396368,chr7,121493500,121494000
chr7:121504475-121504975,chr7:121144529-121145029,chr7,121144529,121145029,FAM3C,putative_enhancer,121396368,chr7,121504475,121504975
chr7:121505635-121506135,chr7:121145689-121146189,chr7,121145689,121146189,FAM3C,putative_enhancer,121396368,chr7,121505635,121506135
chr7:121510252-121510752,chr7:121150306-121150806,chr7,121150306,121150806,FAM3C,putative_enhancer,121396368,chr7,121510252,121510752
chr7:121510796-121511296,chr7:121150850-121151350,chr7,121150850,121151350,FAM3C,putative_enhancer,121396368,chr7,121510796,121511296
chr7:121515101-121515601,chr7:121155155-121155655,chr7,121155155,121155655,FAM3C,putative_enhancer,121396368,chr7,121515101,121515601
chr7:121530056-121532063,chr7:121170110-121172117,chr7,121170110,121172117,FAM3C,putative_enhancer,121396368,chr7,121530056,121532063
chr7:121544148-121545256,chr7:121184202-121185310,chr7,121184202,121185310,FAM3C,putative_enhancer,121396368,chr7,121544148,121545256
chr7:121545277-121545777,chr7:121185331-121185831,chr7,121185331,121185831,FAM3C,putative_enhancer,121396368,chr7,121545277,121545777
chr7:121546617-121547117,chr7:121186671-121187171,chr7,121186671,121187171,FAM3C,putative_enhancer,121396368,chr7,121546617,121547117
chr7:121547140-121547951,chr7:121187194-121188005,chr7,121187194,121188005,FAM3C,putative_enhancer,121396368,chr7,121547140,121547951
chr7:121557185-121557942,chr7:121197239-121197996,chr7,121197239,121197996,FAM3C,putative_enhancer,121396368,chr7,121557185,121557942
chr7:121558155-121558780,chr7:121198209-121198834,chr7,121198209,121198834,FAM3C,putative_enhancer,121396368,chr7,121558155,121558780
chr7:121563145-121563645,chr7:121203199-121203699,chr7,121203199,121203699,FAM3C,putative_enhancer,121396368,chr7,121563145,121563645
chr7:121569565-121570065,chr7:121209619-121210119,chr7,121209619,121210119,FAM3C,putative_enhancer,121396368,chr7,121569565,121570065
chr7:121599590-121600090,chr7:121239644-121240144,chr7,121239644,121240144,FAM3C,putative_enhancer,121396368,chr7,121599590,121600090
chr7:121605181-121605681,chr7:121245235-121245735,chr7,121245235,121245735,FAM3C,putative_enhancer,121396368,chr7,121605181,121605681
chr7:121634354-121634854,chr7:121274408-121274908,chr7,121274408,121274908,FAM3C,putative_enhancer,121396368,chr7,121634354,121634854
chr7:121697892-121698392,chr7:121337946-121338446,chr7,121337946,121338446,FAM3C,putative_enhancer,121396368,chr7,121697892,121698392
chr7:121704972-121705604,chr7:121345026-121345658,chr7,121345026,121345658,FAM3C,putative_enhancer,121396368,chr7,121704972,121705604
chr7:121714490-121714990,chr7:121354544-121355044,chr7,121354544,121355044,FAM3C,putative_enhancer,121396368,chr7,121714490,121714990
chr7:121752656-121753156,chr7:121392710-121393210,chr7,121392710,121393210,FAM3C,putative_enhancer,121396368,chr7,121752656,121753156
chr7:121755758-121756258,chr7:121395812-121396312,chr7,121395812,121396312,FAM3C,putative_enhancer,121396368,chr7,121755758,121756258
chr7:121872854-121873354,chr7:121512908-121513408,chr7,121512908,121513408,FAM3C,putative_enhancer,121396368,chr7,121872854,121873354
chr7:121960928-121961519,chr7:121600982-121601573,chr7,121600982,121601573,FAM3C,putative_enhancer,121396368,chr7,121960928,121961519
chr7:121985419-121985919,chr7:121625473-121625973,chr7,121625473,121625973,FAM3C,putative_enhancer,121396368,chr7,121985419,121985919
chr7:121994490-121995403,chr7:121634544-121635457,chr7,121634544,121635457,FAM3C,putative_enhancer,121396368,chr7,121994490,121995403
chr7:122002090-122002590,chr7:121642144-121642644,chr7,121642144,121642644,FAM3C,putative_enhancer,121396368,chr7,122002090,122002590
chr7:122006699-122007199,chr7:121646753-121647253,chr7,121646753,121647253,FAM3C,putative_enhancer,121396368,chr7,122006699,122007199
chr7:122067550-122068050,chr7:121707604-121708104,chr7,121707604,121708104,FAM3C,putative_enhancer,121396368,chr7,122067550,122068050
chr7:122092871-122093371,chr7:121732925-121733425,chr7,121732925,121733425,FAM3C,putative_enhancer,121396368,chr7,122092871,122093371
chr7:122132299-122132799,chr7:121772353-121772853,chr7,121772353,121772853,FAM3C,putative_enhancer,121396368,chr7,122132299,122132799
chr7:122144040-122144568,chr7:121784094-121784622,chr7,121784094,121784622,FAM3C,putative_enhancer,121396368,chr7,122144040,122144568
chr7:122238294-122239237,chr7:121878348-121879291,chr7,121878348,121879291,FAM3C,putative_enhancer,121396368,chr7,122238294,122239237
chr7:122304261-122306223,chr7:121944315-121946277,chr7,121944315,121946277,FAM3C,putative_enhancer,121396368,chr7,122304261,122306223
,nc_FAM3C,chr0,0,0,FAM3C,negative_control,121396368,,,
chr8:124741787-124742287,chr8:125754029-125754529,chr8,125754029,125754529,MYC,putative_enhancer,127736068,chr8,124741787,124742287
chr8:124751476-124751976,chr8:125763718-125764218,chr8,125763718,125764218,MYC,putative_enhancer,127736068,chr8,124751476,124751976
chr8:124784449-124784949,chr8:125796691-125797191,chr8,125796691,125797191,MYC,putative_enhancer,127736068,chr8,124784449,124784949
chr8:124799434-124799934,chr8:125811676-125812176,chr8,125811676,125812176,MYC,putative_enhancer,127736068,chr8,124799434,124799934
chr8:124810348-124810848,chr8:125822590-125823090,chr8,125822590,125823090,MYC,putative_enhancer,127736068,chr8,124810348,124810848
chr8:124815415-124815915,chr8:125827657-125828157,chr8,125827657,125828157,MYC,putative_enhancer,127736068,chr8,124815415,124815915
chr8:124866454-124866954,chr8:125878696-125879196,chr8,125878696,125879196,MYC,putative_enhancer,127736068,chr8,124866454,124866954
chr8:124888670-124889170,chr8:125900912-125901412,chr8,125900912,125901412,MYC,putative_enhancer,127736068,chr8,124888670,124889170
chr8:124911585-124912085,chr8:125923827-125924327,chr8,125923827,125924327,MYC,putative_enhancer,127736068,chr8,124911585,124912085
chr8:124924542-124925042,chr8:125936784-125937284,chr8,125936784,125937284,MYC,putative_enhancer,127736068,chr8,124924542,124925042
chr8:124926831-124927331,chr8:125939073-125939573,chr8,125939073,125939573,MYC,putative_enhancer,127736068,chr8,124926831,124927331
chr8:124941757-124942257,chr8:125953999-125954499,chr8,125953999,125954499,MYC,putative_enhancer,127736068,chr8,124941757,124942257
chr8:124946857-124947357,chr8:125959099-125959599,chr8,125959099,125959599,MYC,putative_enhancer,127736068,chr8,124946857,124947357
chr8:124953631-124954131,chr8:125965873-125966373,chr8,125965873,125966373,MYC,putative_enhancer,127736068,chr8,124953631,124954131
chr8:124966953-124967453,chr8:125979195-125979695,chr8,125979195,125979695,MYC,putative_enhancer,127736068,chr8,124966953,124967453
chr8:124972998-124974008,chr8:125985240-125986250,chr8,125985240,125986250,MYC,putative_enhancer,127736068,chr8,124972998,124974008
chr8:124976586-124977086,chr8:125988828-125989328,chr8,125988828,125989328,MYC,putative_enhancer,127736068,chr8,124976586,124977086
chr8:124989550-124990050,chr8:126001792-126002292,chr8,126001792,126002292,MYC,putative_enhancer,127736068,chr8,124989550,124990050
chr8:124997802-124998976,chr8:126010044-126011218,chr8,126010044,126011218,MYC,putative_enhancer,127736068,chr8,124997802,124998976
chr8:125019640-125020140,chr8:126031882-126032382,chr8,126031882,126032382,MYC,putative_enhancer,127736068,chr8,125019640,125020140
chr8:125023674-125024174,chr8:126035916-126036416,chr8,126035916,126036416,MYC,putative_enhancer,127736068,chr8,125023674,125024174
chr8:125031795-125032295,chr8:126044037-126044537,chr8,126044037,126044537,MYC,putative_enhancer,127736068,chr8,125031795,125032295
chr8:125044442-125044942,chr8:126056684-126057184,chr8,126056684,126057184,MYC,putative_enhancer,127736068,chr8,125044442,125044942
chr8:125085593-125086093,chr8:126097835-126098335,chr8,126097835,126098335,MYC,putative_enhancer,127736068,chr8,125085593,125086093
chr8:125091569-125092090,chr8:126103811-126104332,chr8,126103811,126104332,MYC,putative_enhancer,127736068,chr8,125091569,125092090
chr8:125110445-125111283,chr8:126122687-126123525,chr8,126122687,126123525,MYC,putative_enhancer,127736068,chr8,125110445,125111283
chr8:125118302-125119516,chr8:126130544-126131758,chr8,126130544,126131758,MYC,putative_enhancer,127736068,chr8,125118302,125119516
chr8:125120482-125120982,chr8:126132724-126133224,chr8,126132724,126133224,MYC,putative_enhancer,127736068,chr8,125120482,125120982
chr8:125125080-125126688,chr8:126137322-126138930,chr8,126137322,126138930,MYC,putative_enhancer,127736068,chr8,125125080,125126688
chr8:125128482-125128982,chr8:126140724-126141224,chr8,126140724,126141224,MYC,putative_enhancer,127736068,chr8,125128482,125128982
chr8:125129785-125130506,chr8:126142027-126142748,chr8,126142027,126142748,MYC,putative_enhancer,127736068,chr8,125129785,125130506
chr8:125138819-125139319,chr8:126151061-126151561,chr8,126151061,126151561,MYC,putative_enhancer,127736068,chr8,125138819,125139319
chr8:125141159-125142303,chr8:126153401-126154545,chr8,126153401,126154545,MYC,putative_enhancer,127736068,chr8,125141159,125142303
chr8:125147925-125148425,chr8:126160167-126160667,chr8,126160167,126160667,MYC,putative_enhancer,127736068,chr8,125147925,125148425
chr8:125150441-125151083,chr8:126162683-126163325,chr8,126162683,126163325,MYC,putative_enhancer,127736068,chr8,125150441,125151083
chr8:125151588-125152551,chr8:126163830-126164793,chr8,126163830,126164793,MYC,putative_enhancer,127736068,chr8,125151588,125152551
chr8:125154149-125154649,chr8:126166391-126166891,chr8,126166391,126166891,MYC,putative_enhancer,127736068,chr8,125154149,125154649
chr8:125162701-125163201,chr8:126174943-126175443,chr8,126174943,126175443,MYC,putative_enhancer,127736068,chr8,125162701,125163201
chr8:125168284-125169238,chr8:126180526-126181480,chr8,126180526,126181480,MYC,putative_enhancer,127736068,chr8,125168284,125169238
chr8:125169676-125170176,chr8:126181918-126182418,chr8,126181918,126182418,MYC,putative_enhancer,127736068,chr8,125169676,125170176
chr8:125174539-125176368,chr8:126186781-126188610,chr8,126186781,126188610,MYC,putative_enhancer,127736068,chr8,125174539,125176368
chr8:125176539-125177039,chr8:126188781-126189281,chr8,126188781,126189281,MYC,putative_enhancer,127736068,chr8,125176539,125177039
chr8:125178094-125178594,chr8:126190336-126190836,chr8,126190336,126190836,MYC,putative_enhancer,127736068,chr8,125178094,125178594
chr8:125191234-125192306,chr8:126203476-126204548,chr8,126203476,126204548,MYC,putative_enhancer,127736068,chr8,125191234,125192306
chr8:125192595-125193095,chr8:126204837-126205337,chr8,126204837,126205337,MYC,putative_enhancer,127736068,chr8,125192595,125193095
chr8:125204124-125204624,chr8:126216366-126216866,chr8,126216366,126216866,MYC,putative_enhancer,127736068,chr8,125204124,125204624
chr8:125204788-125205288,chr8:126217030-126217530,chr8,126217030,126217530,MYC,putative_enhancer,127736068,chr8,125204788,125205288
chr8:125207538-125208038,chr8:126219780-126220280,chr8,126219780,126220280,MYC,putative_enhancer,127736068,chr8,125207538,125208038
chr8:125213563-125214662,chr8:126225805-126226904,chr8,126225805,126226904,MYC,putative_enhancer,127736068,chr8,125213563,125214662
chr8:125219716-125221531,chr8:126231958-126233773,chr8,126231958,126233773,MYC,putative_enhancer,127736068,chr8,125219716,125221531
chr8:125225882-125226382,chr8:126238124-126238624,chr8,126238124,126238624,MYC,putative_enhancer,127736068,chr8,125225882,125226382
chr8:125228471-125229077,chr8:126240713-126241319,chr8,126240713,126241319,MYC,putative_enhancer,127736068,chr8,125228471,125229077
chr8:125230599-125231587,chr8:126242841-126243829,chr8,126242841,126243829,MYC,putative_enhancer,127736068,chr8,125230599,125231587
chr8:125232769-125233269,chr8:126245011-126245511,chr8,126245011,126245511,MYC,putative_enhancer,127736068,chr8,125232769,125233269
chr8:125239621-125240121,chr8:126251863-126252363,chr8,126251863,126252363,MYC,putative_enhancer,127736068,chr8,125239621,125240121
chr8:125240406-125240906,chr8:126252648-126253148,chr8,126252648,126253148,MYC,putative_enhancer,127736068,chr8,125240406,125240906
chr8:125243077-125243577,chr8:126255319-126255819,chr8,126255319,126255819,MYC,putative_enhancer,127736068,chr8,125243077,125243577
chr8:125253128-125253628,chr8:126265370-126265870,chr8,126265370,126265870,MYC,putative_enhancer,127736068,chr8,125253128,125253628
chr8:125259681-125260679,chr8:126271923-126272921,chr8,126271923,126272921,MYC,putative_enhancer,127736068,chr8,125259681,125260679
chr8:125262532-125263032,chr8:126274774-126275274,chr8,126274774,126275274,MYC,putative_enhancer,127736068,chr8,125262532,125263032
chr8:125271371-125271871,chr8:126283613-126284113,chr8,126283613,126284113,MYC,putative_enhancer,127736068,chr8,125271371,125271871
chr8:125273153-125274298,chr8:126285395-126286540,chr8,126285395,126286540,MYC,putative_enhancer,127736068,chr8,125273153,125274298
chr8:125276642-125277264,chr8:126288884-126289506,chr8,126288884,126289506,MYC,putative_enhancer,127736068,chr8,125276642,125277264
chr8:125278040-125278692,chr8:126290282-126290934,chr8,126290282,126290934,MYC,putative_enhancer,127736068,chr8,125278040,125278692
chr8:125278952-125279452,chr8:126291194-126291694,chr8,126291194,126291694,MYC,putative_enhancer,127736068,chr8,125278952,125279452
chr8:125279656-125280156,chr8:126291898-126292398,chr8,126291898,126292398,MYC,putative_enhancer,127736068,chr8,125279656,125280156
chr8:125280529-125281029,chr8:126292771-126293271,chr8,126292771,126293271,MYC,putative_enhancer,127736068,chr8,125280529,125281029
chr8:125285639-125286395,chr8:126297881-126298637,chr8,126297881,126298637,MYC,putative_enhancer,127736068,chr8,125285639,125286395
chr8:125288844-125289966,chr8:126301086-126302208,chr8,126301086,126302208,MYC,putative_enhancer,127736068,chr8,125288844,125289966
chr8:125291826-125292326,chr8:126304068-126304568,chr8,126304068,126304568,MYC,putative_enhancer,127736068,chr8,125291826,125292326
chr8:125296451-125296951,chr8:126308693-126309193,chr8,126308693,126309193,MYC,putative_enhancer,127736068,chr8,125296451,125296951
chr8:125298537-125299037,chr8:126310779-126311279,chr8,126310779,126311279,MYC,putative_enhancer,127736068,chr8,125298537,125299037
chr8:125300725-125301511,chr8:126312967-126313753,chr8,126312967,126313753,MYC,putative_enhancer,127736068,chr8,125300725,125301511
chr8:125302177-125303334,chr8:126314419-126315576,chr8,126314419,126315576,MYC,putative_enhancer,127736068,chr8,125302177,125303334
chr8:125308251-125308910,chr8:126320493-126321152,chr8,126320493,126321152,MYC,putative_enhancer,127736068,chr8,125308251,125308910
chr8:125309137-125310098,chr8:126321379-126322340,chr8,126321379,126322340,MYC,putative_enhancer,127736068,chr8,125309137,125310098
chr8:125310470-125310970,chr8:126322712-126323212,chr8,126322712,126323212,MYC,putative_enhancer,127736068,chr8,125310470,125310970
chr8:125319376-125319876,chr8:126331618-126332118,chr8,126331618,126332118,MYC,putative_enhancer,127736068,chr8,125319376,125319876
chr8:125324189-125324689,chr8:126336431-126336931,chr8,126336431,126336931,MYC,putative_enhancer,127736068,chr8,125324189,125324689
chr8:125327332-125327832,chr8:126339574-126340074,chr8,126339574,126340074,MYC,putative_enhancer,127736068,chr8,125327332,125327832
chr8:125328072-125328804,chr8:126340314-126341046,chr8,126340314,126341046,MYC,putative_enhancer,127736068,chr8,125328072,125328804
chr8:125329124-125329624,chr8:126341366-126341866,chr8,126341366,126341866,MYC,putative_enhancer,127736068,chr8,125329124,125329624
chr8:125332666-125333166,chr8:126344908-126345408,chr8,126344908,126345408,MYC,putative_enhancer,127736068,chr8,125332666,125333166
chr8:125333749-125334800,chr8:126345991-126347042,chr8,126345991,126347042,MYC,putative_enhancer,127736068,chr8,125333749,125334800
chr8:125337924-125338424,chr8:126350166-126350666,chr8,126350166,126350666,MYC,putative_enhancer,127736068,chr8,125337924,125338424
chr8:125339643-125340143,chr8:126351885-126352385,chr8,126351885,126352385,MYC,putative_enhancer,127736068,chr8,125339643,125340143
chr8:125341285-125341934,chr8:126353527-126354176,chr8,126353527,126354176,MYC,putative_enhancer,127736068,chr8,125341285,125341934
chr8:125341968-125342674,chr8:126354210-126354916,chr8,126354210,126354916,MYC,putative_enhancer,127736068,chr8,125341968,125342674
chr8:125350108-125350608,chr8:126362350-126362850,chr8,126362350,126362850,MYC,putative_enhancer,127736068,chr8,125350108,125350608
chr8:125350856-125351356,chr8:126363098-126363598,chr8,126363098,126363598,MYC,putative_enhancer,127736068,chr8,125350856,125351356
chr8:125362241-125363191,chr8:126374483-126375433,chr8,126374483,126375433,MYC,putative_enhancer,127736068,chr8,125362241,125363191
chr8:125366483-125366983,chr8:126378725-126379225,chr8,126378725,126379225,MYC,putative_enhancer,127736068,chr8,125366483,125366983
chr8:125374215-125374715,chr8:126386457-126386957,chr8,126386457,126386957,MYC,putative_enhancer,127736068,chr8,125374215,125374715
chr8:125378617-125379373,chr8:126390859-126391615,chr8,126390859,126391615,MYC,putative_enhancer,127736068,chr8,125378617,125379373
chr8:125385734-125387518,chr8:126397976-126399760,chr8,126397976,126399760,MYC,putative_enhancer,127736068,chr8,125385734,125387518
chr8:125391221-125391721,chr8:126403463-126403963,chr8,126403463,126403963,MYC,putative_enhancer,127736068,chr8,125391221,125391721
chr8:125410059-125411311,chr8:126422301-126423553,chr8,126422301,126423553,MYC,putative_enhancer,127736068,chr8,125410059,125411311
chr8:125412344-125412844,chr8:126424586-126425086,chr8,126424586,126425086,MYC,putative_enhancer,127736068,chr8,125412344,125412844
chr8:125414934-125415434,chr8:126427176-126427676,chr8,126427176,126427676,MYC,putative_enhancer,127736068,chr8,125414934,125415434
chr8:125418827-125419625,chr8:126431069-126431867,chr8,126431069,126431867,MYC,putative_enhancer,127736068,chr8,125418827,125419625
chr8:125425800-125426300,chr8:126438042-126438542,chr8,126438042,126438542,MYC,putative_enhancer,127736068,chr8,125425800,125426300
chr8:125427027-125427527,chr8:126439269-126439769,chr8,126439269,126439769,MYC,putative_enhancer,127736068,chr8,125427027,125427527
chr8:125428894-125430570,chr8:126441136-126442812,chr8,126441136,126442812,MYC,putative_enhancer,127736068,chr8,125428894,125430570
chr8:125431932-125432432,chr8:126444174-126444674,chr8,126444174,126444674,MYC,putative_enhancer,127736068,chr8,125431932,125432432
chr8:125434564-125435064,chr8:126446806-126447306,chr8,126446806,126447306,MYC,putative_enhancer,127736068,chr8,125434564,125435064
chr8:125436561-125437061,chr8:126448803-126449303,chr8,126448803,126449303,MYC,putative_enhancer,127736068,chr8,125436561,125437061
chr8:125438014-125438768,chr8:126450256-126451010,chr8,126450256,126451010,MYC,putative_enhancer,127736068,chr8,125438014,125438768
chr8:125439309-125441072,chr8:126451551-126453314,chr8,126451551,126453314,MYC,putative_enhancer,127736068,chr8,125439309,125441072
chr8:125449275-125449775,chr8:126461517-126462017,chr8,126461517,126462017,MYC,putative_enhancer,127736068,chr8,125449275,125449775
chr8:125451947-125452582,chr8:126464189-126464824,chr8,126464189,126464824,MYC,putative_enhancer,127736068,chr8,125451947,125452582
chr8:125462854-125464509,chr8:126475096-126476751,chr8,126475096,126476751,MYC,putative_enhancer,127736068,chr8,125462854,125464509
chr8:125465659-125466159,chr8:126477901-126478401,chr8,126477901,126478401,MYC,putative_enhancer,127736068,chr8,125465659,125466159
chr8:125470478-125470978,chr8:126482720-126483220,chr8,126482720,126483220,MYC,putative_enhancer,127736068,chr8,125470478,125470978
chr8:125498125-125498625,chr8:126510367-126510867,chr8,126510367,126510867,MYC,putative_enhancer,127736068,chr8,125498125,125498625
chr8:125501578-125502078,chr8:126513820-126514320,chr8,126513820,126514320,MYC,putative_enhancer,127736068,chr8,125501578,125502078
chr8:125504449-125504949,chr8:126516691-126517191,chr8,126516691,126517191,MYC,putative_enhancer,127736068,chr8,125504449,125504949
chr8:125505410-125505910,chr8:126517652-126518152,chr8,126517652,126518152,MYC,putative_enhancer,127736068,chr8,125505410,125505910
chr8:125509861-125510361,chr8:126522103-126522603,chr8,126522103,126522603,MYC,putative_enhancer,127736068,chr8,125509861,125510361
chr8:125513035-125513535,chr8:126525277-126525777,chr8,126525277,126525777,MYC,putative_enhancer,127736068,chr8,125513035,125513535
chr8:125514397-125515612,chr8:126526639-126527854,chr8,126526639,126527854,MYC,putative_enhancer,127736068,chr8,125514397,125515612
chr8:125516557-125517057,chr8:126528799-126529299,chr8,126528799,126529299,MYC,putative_enhancer,127736068,chr8,125516557,125517057
chr8:125517734-125518234,chr8:126529976-126530476,chr8,126529976,126530476,MYC,putative_enhancer,127736068,chr8,125517734,125518234
chr8:125525199-125525699,chr8:126537441-126537941,chr8,126537441,126537941,MYC,putative_enhancer,127736068,chr8,125525199,125525699
chr8:125528627-125529127,chr8:126540869-126541369,chr8,126540869,126541369,MYC,putative_enhancer,127736068,chr8,125528627,125529127
chr8:125543913-125545036,chr8:126556155-126557278,chr8,126556155,126557278,MYC,putative_enhancer,127736068,chr8,125543913,125545036
chr8:125545420-125546596,chr8:126557662-126558838,chr8,126557662,126558838,MYC,putative_enhancer,127736068,chr8,125545420,125546596
chr8:125546838-125547527,chr8:126559080-126559769,chr8,126559080,126559769,MYC,putative_enhancer,127736068,chr8,125546838,125547527
chr8:125556048-125557685,chr8:126568290-126569929,chr8,126568290,126569929,MYC,putative_enhancer,127736068,chr8,125556048,125557685
chr8:125558244-125558744,chr8:126570488-126570988,chr8,126570488,126570988,MYC,putative_enhancer,127736068,chr8,125558244,125558744
chr8:125563425-125564094,chr8:126575669-126576338,chr8,126575669,126576338,MYC,putative_enhancer,127736068,chr8,125563425,125564094
chr8:125589366-125589866,chr8:126601610-126602110,chr8,126601610,126602110,MYC,putative_enhancer,127736068,chr8,125589366,125589866
chr8:125589981-125590481,chr8:126602225-126602725,chr8,126602225,126602725,MYC,putative_enhancer,127736068,chr8,125589981,125590481
chr8:125593790-125594412,chr8:126606034-126606656,chr8,126606034,126606656,MYC,putative_enhancer,127736068,chr8,125593790,125594412
chr8:125594446-125594946,chr8:126606690-126607190,chr8,126606690,126607190,MYC,putative_enhancer,127736068,chr8,125594446,125594946
chr8:125600989-125601489,chr8:126613233-126613733,chr8,126613233,126613733,MYC,putative_enhancer,127736068,chr8,125600989,125601489
chr8:125602502-125603002,chr8:126614746-126615246,chr8,126614746,126615246,MYC,putative_enhancer,127736068,chr8,125602502,125603002
chr8:125606173-125606861,chr8:126618417-126619105,chr8,126618417,126619105,MYC,putative_enhancer,127736068,chr8,125606173,125606861
chr8:125607567-125608067,chr8:126619811-126620311,chr8,126619811,126620311,MYC,putative_enhancer,127736068,chr8,125607567,125608067
chr8:125637206-125638193,chr8:126649450-126650437,chr8,126649450,126650437,MYC,putative_enhancer,127736068,chr8,125637206,125638193
chr8:125642890-125643390,chr8:126655134-126655634,chr8,126655134,126655634,MYC,putative_enhancer,127736068,chr8,125642890,125643390
chr8:125643504-125644829,chr8:126655748-126657073,chr8,126655748,126657073,MYC,putative_enhancer,127736068,chr8,125643504,125644829
chr8:125647717-125648711,chr8:126659961-126660955,chr8,126659961,126660955,MYC,putative_enhancer,127736068,chr8,125647717,125648711
chr8:125649622-125650122,chr8:126661866-126662366,chr8,126661866,126662366,MYC,putative_enhancer,127736068,chr8,125649622,125650122
chr8:125655430-125656239,chr8:126667674-126668483,chr8,126667674,126668483,MYC,putative_enhancer,127736068,chr8,125655430,125656239
chr8:125656527-125657027,chr8:126668771-126669271,chr8,126668771,126669271,MYC,putative_enhancer,127736068,chr8,125656527,125657027
chr8:125658012-125658512,chr8:126670256-126670756,chr8,126670256,126670756,MYC,putative_enhancer,127736068,chr8,125658012,125658512
chr8:125659083-125659987,chr8:126671327-126672231,chr8,126671327,126672231,MYC,putative_enhancer,127736068,chr8,125659083,125659987
chr8:125664111-125665317,chr8:126676355-126677561,chr8,126676355,126677561,MYC,putative_enhancer,127736068,chr8,125664111,125665317
chr8:125665652-125666282,chr8:126677896-126678526,chr8,126677896,126678526,MYC,putative_enhancer,127736068,chr8,125665652,125666282
chr8:125674143-125674643,chr8:126686387-126686887,chr8,126686387,126686887,MYC,putative_enhancer,127736068,chr8,125674143,125674643
chr8:125679543-125681016,chr8:126691787-126693260,chr8,126691787,126693260,MYC,putative_enhancer,127736068,chr8,125679543,125681016
chr8:125685654-125686154,chr8:126697898-126698398,chr8,126697898,126698398,MYC,putative_enhancer,127736068,chr8,125685654,125686154
chr8:125686177-125687484,chr8:126698421-126699728,chr8,126698421,126699728,MYC,putative_enhancer,127736068,chr8,125686177,125687484
chr8:125696722-125697222,chr8:126708966-126709466,chr8,126708966,126709466,MYC,putative_enhancer,127736068,chr8,125696722,125697222
chr8:125697268-125697768,chr8:126709512-126710012,chr8,126709512,126710012,MYC,putative_enhancer,127736068,chr8,125697268,125697768
chr8:125698705-125699205,chr8:126710949-126711449,chr8,126710949,126711449,MYC,putative_enhancer,127736068,chr8,125698705,125699205
chr8:125700165-125701066,chr8:126712409-126713310,chr8,126712409,126713310,MYC,putative_enhancer,127736068,chr8,125700165,125701066
chr8:125701087-125701587,chr8:126713331-126713831,chr8,126713331,126713831,MYC,putative_enhancer,127736068,chr8,125701087,125701587
chr8:125701711-125702977,chr8:126713955-126715221,chr8,126713955,126715221,MYC,putative_enhancer,127736068,chr8,125701711,125702977
chr8:125707869-125708369,chr8:126720113-126720613,chr8,126720113,126720613,MYC,putative_enhancer,127736068,chr8,125707869,125708369
chr8:125729175-125729675,chr8:126741419-126741919,chr8,126741419,126741919,MYC,putative_enhancer,127736068,chr8,125729175,125729675
chr8:125735101-125735601,chr8:126747345-126747845,chr8,126747345,126747845,MYC,putative_enhancer,127736068,chr8,125735101,125735601
chr8:125737929-125738429,chr8:126750173-126750673,chr8,126750173,126750673,MYC,putative_enhancer,127736068,chr8,125737929,125738429
chr8:125769253-125769753,chr8:126781497-126781997,chr8,126781497,126781997,MYC,putative_enhancer,127736068,chr8,125769253,125769753
chr8:125786318-125786932,chr8:126798562-126799176,chr8,126798562,126799176,MYC,putative_enhancer,127736068,chr8,125786318,125786932
chr8:125792540-125793040,chr8:126804784-126805284,chr8,126804784,126805284,MYC,putative_enhancer,127736068,chr8,125792540,125793040
chr8:125828687-125829187,chr8:126840931-126841431,chr8,126840931,126841431,MYC,putative_enhancer,127736068,chr8,125828687,125829187
