chr,start,end,name,class,TargetGene,TargetGeneTSS,isSelfPromoter,ABC.Score.noAux,ENCODE-rE2G.Score.noAux,ABC.Score.Aux,ENCODE-rE2G.Score.Aux,enhancer_midpoint,DistanceToTSS.Kb
chr12,85394724,85395224,intergenic|chr12:85394724-85395224,intergenic,KITLG,88580473,False,4e-06,0.0071744697943505,4e-06,0.0044198665158523,85394974,3185.499
chr12,85424841,85425341,intergenic|chr12:85424841-85425341,intergenic,KITLG,88580473,False,8e-06,0.0071627072937909,0.000173,0.0047839807697299,85425091,3155.382
chr12,85441700,85442200,intergenic|chr12:85441700-85442200,intergenic,KITLG,88580473,False,7e-06,0.0071408558529691,8e-06,0.0044000350777448,85441950,3138.523
chr12,85448265,85449009,intergenic|chr12:85448265-85449009,intergenic,KITLG,88580473,False,9e-06,0.0071209338974391,1.2e-05,0.004389587927872,85448637,3131.836
chr12,85465120,85465620,intergenic|chr12:85465120-85465620,intergenic,KITLG,88580473,False,1.4e-05,0.0084878369606769,9e-06,0.0052967542377288,85465370,3115.103
chr12,85468582,85469082,intergenic|chr12:85468582-85469082,intergenic,KITLG,88580473,False,1.3e-05,0.0084695026780107,2.2e-05,0.0051076542225611,85468832,3111.641
chr12,85477114,85477614,intergenic|chr12:85477114-85477614,intergenic,KITLG,88580473,False,1e-05,0.0070552291344313,0.000111,0.0047067059126491,85477364,3103.109
chr12,85516844,85517344,intergenic|chr12:85516844-85517344,intergenic,KITLG,88580473,False,5e-06,0.007031823832919,7.1e-05,0.0045967862113098,85517094,3063.379
chr12,85568341,85569181,intergenic|chr12:85568341-85569181,intergenic,KITLG,88580473,False,1.7e-05,0.0070366315394148,0.000118,0.0046517536959179,85568761,3011.712
chr12,85575646,85576146,intergenic|chr12:85575646-85576146,intergenic,KITLG,88580473,False,1.7e-05,0.0070131609455089,0.000183,0.0046839371714192,85575896,3004.577
chr12,85620935,85621435,intergenic|chr12:85620935-85621435,intergenic,KITLG,88580473,False,9e-06,0.0069864276533934,8.3e-05,0.0045778672164965,85621185,2959.288
chr12,85626373,85626873,intergenic|chr12:85626373-85626873,intergenic,KITLG,88580473,False,1.9e-05,0.0082406440862031,3e-05,0.0050691769302501,85626623,2953.85
chr12,85627470,85627970,intergenic|chr12:85627470-85627970,intergenic,KITLG,88580473,False,1e-05,0.0083777895852862,1.1e-05,0.0052267644889001,85627720,2952.753
chr12,85633409,85633909,intergenic|chr12:85633409-85633909,intergenic,KITLG,88580473,False,8.1e-05,0.0074713126597947,9e-06,0.004258744363578,85633659,2946.814
chr12,85639767,85640267,intergenic|chr12:85639767-85640267,intergenic,KITLG,88580473,False,4e-06,0.0068822344210942,7e-06,0.004242055556997,85640017,2940.456
chr12,85725918,85726418,intergenic|chr12:85725918-85726418,intergenic,KITLG,88580473,False,8.8e-05,0.0074692096829586,7e-06,0.0042386190159508,85726168,2854.305
chr12,85781654,85782154,intergenic|chr12:85781654-85782154,intergenic,KITLG,88580473,False,1e-05,0.0086053338971001,5e-06,0.005276374873557,85781904,2798.569
chr12,85782393,85783183,intergenic|chr12:85782393-85783183,intergenic,KITLG,88580473,False,3.6e-05,0.0083898760382623,3.2e-05,0.0051464380663115,85782788,2797.685
chr12,85784302,85784802,intergenic|chr12:85784302-85784802,intergenic,KITLG,88580473,False,1.5e-05,0.0085148614736804,2.2e-05,0.0051796142501112,85784552,2795.921
chr12,85803172,85803672,intergenic|chr12:85803172-85803672,intergenic,KITLG,88580473,False,9e-06,0.0082198592892446,0.000121,0.0054233402873324,85803422,2777.051
chr12,85804719,85805219,genic|chr12:85804719-85805219,genic,KITLG,88580473,False,1.1e-05,0.0081549814459582,0.000147,0.0054089201068231,85804969,2775.504
chr12,85807603,85808103,genic|chr12:85807603-85808103,genic,KITLG,88580473,False,9e-06,0.0081482380405571,0.000194,0.0057223394469891,85807853,2772.62
chr12,85836290,85836790,promoter|chr12:85836290-85836790,promoter,KITLG,88580473,False,1.3e-05,0.0257016148916496,0.000142,0.0171961615135759,85836540,2743.933
chr12,85867135,85867635,intergenic|chr12:85867135-85867635,intergenic,KITLG,88580473,False,1.3e-05,0.0073944955085348,1.6e-05,0.0045587013003035,85867385,2713.088
chr12,85872434,85872934,intergenic|chr12:85872434-85872934,intergenic,KITLG,88580473,False,7e-06,0.0088536813977605,0.000162,0.0059654426402553,85872684,2707.789
chr12,85874044,85874622,promoter|chr12:85874044-85874622,promoter,KITLG,88580473,False,1.9e-05,0.0298443062640619,0.000207,0.020919616561941,85874333,2706.14
chr12,85913979,85914479,intergenic|chr12:85913979-85914479,intergenic,KITLG,88580473,False,4e-06,0.0081337757305868,6.4e-05,0.0053235539775652,85914229,2666.244
chr12,85920300,85920800,intergenic|chr12:85920300-85920800,intergenic,KITLG,88580473,False,1.2e-05,0.0095624670015764,1.2e-05,0.0059537602685026,85920550,2659.923
chr12,85923657,85924157,intergenic|chr12:85923657-85924157,intergenic,KITLG,88580473,False,1.1e-05,0.0095550419826583,1.7e-05,0.0058543061385669,85923907,2656.566
chr12,85951785,85952285,intergenic|chr12:85951785-85952285,intergenic,KITLG,88580473,False,6e-06,0.009461512299525,7e-06,0.0058254077735697,85952035,2628.438
chr12,85953677,85954177,intergenic|chr12:85953677-85954177,intergenic,KITLG,88580473,False,4e-06,0.009499077423579,6e-06,0.0058233454687248,85953927,2626.546
chr12,85955030,85955530,intergenic|chr12:85955030-85955530,intergenic,KITLG,88580473,False,7e-06,0.0093708713255593,6e-06,0.0058077864814596,85955280,2625.193
chr12,85971740,85972240,intergenic|chr12:85971740-85972240,intergenic,KITLG,88580473,False,5.8e-05,0.0085336065533381,1.1e-05,0.0049083484697721,85971990,2608.483
chr12,85985930,85986430,genic|chr12:85985930-85986430,genic,KITLG,88580473,False,1.3e-05,0.0079387932558299,1.4e-05,0.0048932149766262,85986180,2594.293
chr12,86137831,86138331,genic|chr12:86137831-86138331,genic,KITLG,88580473,False,1.8e-05,0.0079606633002023,3e-05,0.0049181795571601,86138081,2442.392
chr12,86186407,86186907,genic|chr12:86186407-86186907,genic,KITLG,88580473,False,5e-06,0.0079203637368158,8e-06,0.0048838934535573,86186657,2393.816
chr12,86230271,86230993,genic|chr12:86230271-86230993,genic,KITLG,88580473,False,2e-05,0.0093950293349093,0.000236,0.0063445299974663,86230632,2349.841
chr12,86233091,86233591,genic|chr12:86233091-86233591,genic,KITLG,88580473,False,1.5e-05,0.0094661182800325,0.00016,0.00631184021533,86233341,2347.132
chr12,86249793,86250293,genic|chr12:86249793-86250293,genic,KITLG,88580473,False,7e-06,0.0090357356120471,0.000156,0.0058915135761975,86250043,2330.43
chr12,86253439,86253939,genic|chr12:86253439-86253939,genic,KITLG,88580473,False,7e-06,0.0089965812108322,4.2e-05,0.0060129649790328,86253689,2326.784
chr12,86261129,86261629,genic|chr12:86261129-86261629,genic,KITLG,88580473,False,4e-06,0.0077705610960839,4.9e-05,0.0050732438943103,86261379,2319.094
chr12,86342590,86343090,genic|chr12:86342590-86343090,genic,KITLG,88580473,False,5e-06,0.0077643890972731,0.000239,0.0055016042694971,86342840,2237.633
chr12,86376022,86376522,genic|chr12:86376022-86376522,genic,KITLG,88580473,False,0.000125,0.00886841473992,6.2e-05,0.0050557250506968,86376272,2204.201
chr12,86429853,86430353,genic|chr12:86429853-86430353,genic,KITLG,88580473,False,5e-06,0.0077242633629858,7.3e-05,0.0050691065857371,86430103,2150.37
chr12,86468188,86468688,genic|chr12:86468188-86468688,genic,KITLG,88580473,False,7e-06,0.0077052958627518,3.8e-05,0.0049871796417046,86468438,2112.035
chr12,86513769,86514269,genic|chr12:86513769-86514269,genic,KITLG,88580473,False,7e-06,0.0076859056449506,1.6e-05,0.0047449240160187,86514019,2066.454
chr12,86529127,86529627,genic|chr12:86529127-86529627,genic,KITLG,88580473,False,7e-06,0.0076552466463711,1e-05,0.0047199314946804,86529377,2051.096
chr12,86538125,86538625,genic|chr12:86538125-86538625,genic,KITLG,88580473,False,4e-06,0.0076169745428345,7e-06,0.0046962658303391,86538375,2042.098
chr12,86623229,86623729,genic|chr12:86623229-86623729,genic,KITLG,88580473,False,0.00013,0.0083970510315093,9.1e-05,0.0050294958498368,86623479,1956.994
chr12,86634671,86635171,genic|chr12:86634671-86635171,genic,KITLG,88580473,False,1.5e-05,0.0075976740666968,1.1e-05,0.0046773803467945,86634921,1945.552
chr12,86660728,86661228,genic|chr12:86660728-86661228,genic,KITLG,88580473,False,0.000352,0.0085948629087475,5.2e-05,0.0047012645155594,86660978,1919.495
chr12,86669125,86669872,genic|chr12:86669125-86669872,genic,KITLG,88580473,False,1.2e-05,0.007531697465138,8e-06,0.0046366433002403,86669498,1910.975
chr12,86712299,86712799,genic|chr12:86712299-86712799,genic,KITLG,88580473,False,0.000192,0.0077996835068892,0.000268,0.0048826018267862,86712549,1867.924
chr12,86772612,86773112,genic|chr12:86772612-86773112,genic,KITLG,88580473,False,1e-05,0.0074944035780839,0.000143,0.0049793320343527,86772862,1807.611
chr12,86801378,86801878,genic|chr12:86801378-86801878,genic,KITLG,88580473,False,1.3e-05,0.007473036899514,1.8e-05,0.0046092156859619,86801628,1778.845
chr12,86838654,86839154,promoter|chr12:86838654-86839154,promoter,KITLG,88580473,False,9.9e-05,0.0288509561715154,2e-05,0.0167014056579711,86838904,1741.569
chr12,86914675,86915175,intergenic|chr12:86914675-86915175,intergenic,KITLG,88580473,False,1.8e-05,0.0084231491367876,2.1e-05,0.0051949285048139,86914925,1665.548
chr12,87034539,87035039,intergenic|chr12:87034539-87035039,intergenic,KITLG,88580473,False,6e-06,0.0084215416101336,7e-06,0.0051917353854038,87034789,1545.684
chr12,87086475,87086975,intergenic|chr12:87086475-87086975,intergenic,KITLG,88580473,False,1.4e-05,0.0084208965233543,1.4e-05,0.0051902354642502,87086725,1493.748
chr12,87151321,87151821,intergenic|chr12:87151321-87151821,intergenic,KITLG,88580473,False,2.4e-05,0.0084317088338397,3.1e-05,0.0052046265597997,87151571,1428.902
chr12,87157676,87158176,intergenic|chr12:87157676-87158176,intergenic,KITLG,88580473,False,2.1e-05,0.008384864662699,3.3e-05,0.0051810983065427,87157926,1422.547
chr12,87253116,87253616,intergenic|chr12:87253116-87253616,intergenic,KITLG,88580473,False,1.2e-05,0.0083830044349443,0.000111,0.0055126002666908,87253366,1327.107
chr12,87266256,87266756,intergenic|chr12:87266256-87266756,intergenic,KITLG,88580473,False,0.000156,0.0091034064979044,0.000117,0.0054900691252633,87266506,1313.967
chr12,87274506,87275006,intergenic|chr12:87274506-87275006,intergenic,KITLG,88580473,False,1.3e-05,0.0083063532605586,0.000127,0.0056485110321799,87274756,1305.717
chr12,87297631,87298131,intergenic|chr12:87297631-87298131,intergenic,KITLG,88580473,False,7e-06,0.0082644511565941,4.4e-05,0.0053709960901403,87297881,1282.592
chr12,87310391,87310891,intergenic|chr12:87310391-87310891,intergenic,KITLG,88580473,False,1e-05,0.0082310508911331,4.4e-05,0.0053321842318894,87310641,1269.832
chr12,87344608,87345108,intergenic|chr12:87344608-87345108,intergenic,KITLG,88580473,False,9.2e-05,0.0100698551230319,2.9e-05,0.005815835263265,87344858,1235.615
chr12,87383707,87384207,intergenic|chr12:87383707-87384207,intergenic,KITLG,88580473,False,1.1e-05,0.0093733795757755,1.4e-05,0.0057831041871906,87383957,1196.516
chr12,87425909,87426560,intergenic|chr12:87425909-87426560,intergenic,KITLG,88580473,False,4.6e-05,0.0113046848046983,5.1e-05,0.0069919301695324,87426234,1154.239
chr12,87427635,87428135,intergenic|chr12:87427635-87428135,intergenic,KITLG,88580473,False,1e-05,0.0114199347260756,2.1e-05,0.0070292895454996,87427885,1152.588
chr12,87428821,87429321,intergenic|chr12:87428821-87429321,intergenic,KITLG,88580473,False,3.2e-05,0.0112631108976815,3.1e-05,0.0069660693677878,87429071,1151.402
chr12,87440088,87440588,intergenic|chr12:87440088-87440588,intergenic,KITLG,88580473,False,0.000147,0.010875974557169,0.000797,0.0080447377360096,87440338,1140.135
chr12,87443927,87444427,intergenic|chr12:87443927-87444427,intergenic,KITLG,88580473,False,1.4e-05,0.0115079984242308,9.4e-05,0.0075207408497674,87444177,1136.296
chr12,87461189,87461689,intergenic|chr12:87461189-87461689,intergenic,KITLG,88580473,False,1.1e-05,0.0105368155415557,5.7e-05,0.0068241844388944,87461439,1119.034
chr12,87462152,87462652,intergenic|chr12:87462152-87462652,intergenic,KITLG,88580473,False,1.7e-05,0.0103313491383755,8.5e-05,0.0067216197007924,87462402,1118.071
chr12,87509389,87510220,intergenic|chr12:87509389-87510220,intergenic,KITLG,88580473,False,0.00011,0.0092162795993656,0.000148,0.0057276197090149,87509804,1070.669
chr12,87667377,87667877,intergenic|chr12:87667377-87667877,intergenic,KITLG,88580473,False,5.9e-05,0.0110597911541523,8e-05,0.0067653765388018,87667627,912.846
chr12,87670363,87670863,intergenic|chr12:87670363-87670863,intergenic,KITLG,88580473,False,1.3e-05,0.010313719738464,1.6e-05,0.0064481665775449,87670613,909.86
chr12,87678287,87678787,intergenic|chr12:87678287-87678787,intergenic,KITLG,88580473,False,0.000134,0.0106714406580865,4.9e-05,0.0058215611876946,87678537,901.936
chr12,87755974,87756474,intergenic|chr12:87755974-87756474,intergenic,KITLG,88580473,False,1.3e-05,0.0090445497290904,2.2e-05,0.0055866087564399,87756224,824.249
chr12,87812002,87812502,intergenic|chr12:87812002-87812502,intergenic,KITLG,88580473,False,1.9e-05,0.0106327519123016,2.3e-05,0.0065646811620914,87812252,768.221
chr12,87820814,87821314,intergenic|chr12:87820814-87821314,intergenic,KITLG,88580473,False,0.000289,0.0117164937524166,0.000568,0.0078421483725967,87821064,759.409
chr12,87827582,87828082,intergenic|chr12:87827582-87828082,intergenic,KITLG,88580473,False,0.000132,0.0107602385013567,0.000166,0.0066853962502124,87827832,752.641
chr12,87848203,87848703,intergenic|chr12:87848203-87848703,intergenic,KITLG,88580473,False,3.2e-05,0.0104940800352019,0.000312,0.007327850080228,87848453,732.02
chr12,87866623,87867123,intergenic|chr12:87866623-87867123,intergenic,KITLG,88580473,False,2.3e-05,0.0104284449105317,0.000109,0.0067842050975352,87866873,713.6
chr12,87953200,87953700,intergenic|chr12:87953200-87953700,intergenic,KITLG,88580473,False,4.1e-05,0.0105444781549738,0.000155,0.0071520348848587,87953450,627.023
chr12,87995540,87996040,genic|chr12:87995540-87996040,genic,KITLG,88580473,False,0.00033,0.0120712286169581,0.000315,0.0071318561379011,87995790,584.683
chr12,88029149,88029649,promoter|chr12:88029149-88029649,promoter,KITLG,88580473,False,5.7e-05,0.0320270167745751,8.9e-05,0.0204760318835234,88029399,551.074
chr12,88035234,88035740,promoter|chr12:88035234-88035740,promoter,KITLG,88580473,False,0.002485,0.0642791383578186,0.000869,0.027784938667034,88035487,544.986
chr12,88036311,88036811,genic|chr12:88036311-88036811,genic,KITLG,88580473,False,0.000666,0.026726312431504,0.000272,0.0138908967187984,88036561,543.912
chr12,88052629,88053129,genic|chr12:88052629-88053129,genic,KITLG,88580473,False,0.00016,0.017542537138266,0.000134,0.0106964504616285,88052879,527.594
chr12,88111011,88111511,genic|chr12:88111011-88111511,genic,KITLG,88580473,False,0.001095,0.0243237400162809,0.000377,0.0113292991642171,88111261,469.212
chr12,88132589,88133089,genic|chr12:88132589-88133089,genic,KITLG,88580473,False,0.00044,0.0202824688558918,7.1e-05,0.0102562313304052,88132839,447.634
chr12,88141943,88142545,promoter|chr12:88141943-88142545,promoter,KITLG,88580473,False,0.003999,0.0664679798442557,0.005075,0.0492819737124034,88142244,438.229
chr12,88153891,88154391,genic|chr12:88153891-88154391,genic,KITLG,88580473,False,0.000515,0.0535476144964506,0.000163,0.0269934086490306,88154141,426.332
chr12,88185941,88186441,genic|chr12:88185941-88186441,genic,KITLG,88580473,False,0.000153,0.0449954143040733,0.000323,0.0296934978009894,88186191,394.282
chr12,88237906,88238406,intergenic|chr12:88237906-88238406,intergenic,KITLG,88580473,False,0.000674,0.0705407860590976,0.000567,0.0399024675749843,88238156,342.317
chr12,88241846,88242818,intergenic|chr12:88241846-88242818,intergenic,KITLG,88580473,False,0.003468,0.1084780384001301,0.001531,0.0452925999787924,88242332,338.141
chr12,88247140,88247640,intergenic|chr12:88247140-88247640,intergenic,KITLG,88580473,False,0.00019,0.0542581756846635,0.0005,0.0374541345941514,88247390,333.083
chr12,88298710,88299210,intergenic|chr12:88298710-88299210,intergenic,KITLG,88580473,False,0.001434,0.0709970297783215,0.002058,0.0506224621560479,88298960,281.513
chr12,88299575,88300075,intergenic|chr12:88299575-88300075,intergenic,KITLG,88580473,False,0.000949,0.0655787428121418,0.001197,0.0440541243554361,88299825,280.648
chr12,88308793,88309293,intergenic|chr12:88308793-88309293,intergenic,KITLG,88580473,False,0.000209,0.0450986881790959,0.000293,0.0284535777501358,88309043,271.43
chr12,88324977,88325477,intergenic|chr12:88324977-88325477,intergenic,KITLG,88580473,False,0.00025,0.0455618694380227,0.00033,0.029420854136925,88325227,255.246
chr12,88339183,88339683,intergenic|chr12:88339183-88339683,intergenic,KITLG,88580473,False,9.7e-05,0.0440605137444225,0.000247,0.0295980116093669,88339433,241.04
chr12,88361447,88361947,intergenic|chr12:88361447-88361947,intergenic,KITLG,88580473,False,0.000189,0.0466795827482855,0.000103,0.0274780494367781,88361697,218.776
chr12,88391542,88392042,intergenic|chr12:88391542-88392042,intergenic,KITLG,88580473,False,0.00056,0.060116016793727,0.001239,0.0463946261356666,88391792,188.681
chr12,88393165,88393849,intergenic|chr12:88393165-88393849,intergenic,KITLG,88580473,False,0.000517,0.0593091268304674,0.001046,0.0446804835675615,88393507,186.966
chr12,88399748,88400248,intergenic|chr12:88399748-88400248,intergenic,KITLG,88580473,False,0.000784,0.0664833021904076,0.000462,0.0355505320919642,88399998,180.475
chr12,88401075,88401575,intergenic|chr12:88401075-88401575,intergenic,KITLG,88580473,False,0.000587,0.064081869657887,0.000199,0.0319965580771028,88401325,179.148
chr12,88420390,88420890,intergenic|chr12:88420390-88420890,intergenic,KITLG,88580473,False,0.000365,0.0497699902361637,0.000281,0.0277144142152166,88420640,159.833
chr12,88431297,88431797,intergenic|chr12:88431297-88431797,intergenic,KITLG,88580473,False,0.000136,0.0445995356623765,0.000128,0.0282125395756589,88431547,148.926
chr12,88471598,88472098,intergenic|chr12:88471598-88472098,intergenic,KITLG,88580473,False,0.002485,0.0962361538942992,0.001599,0.0488884317531863,88471848,108.625
chr12,88472258,88473229,intergenic|chr12:88472258-88473229,intergenic,KITLG,88580473,False,0.004572,0.1252567313815917,0.003254,0.0617676128433397,88472743,107.73
chr12,88479394,88479894,intergenic|chr12:88479394-88479894,intergenic,KITLG,88580473,False,0.00033,0.0555532854650159,0.00029,0.0336902836686852,88479644,100.829
chr12,88480209,88480709,intergenic|chr12:88480209-88480709,intergenic,KITLG,88580473,False,0.00038,0.0618982279201918,0.000669,0.0407034158563874,88480459,100.014
chr12,88488616,88489116,intergenic|chr12:88488616-88489116,intergenic,KITLG,88580473,False,0.000413,0.0647568375437246,0.000748,0.0441919684925462,88488866,91.607
chr12,88489236,88490129,intergenic|chr12:88489236-88490129,intergenic,KITLG,88580473,False,0.000762,0.0681781643978805,0.00138,0.0488484678168333,88489682,90.791
chr12,88490375,88490875,intergenic|chr12:88490375-88490875,intergenic,KITLG,88580473,False,0.000586,0.0623619718363538,0.001233,0.050497805958594,88490625,89.848
chr12,88490882,88491574,intergenic|chr12:88490882-88491574,intergenic,KITLG,88580473,False,0.000627,0.0621026530216908,0.001297,0.050467940700802,88491228,89.245
chr12,88491582,88492267,intergenic|chr12:88491582-88492267,intergenic,KITLG,88580473,False,0.000876,0.0640542143914858,0.001833,0.0545857736971931,88491924,88.549
chr12,88498903,88500280,genic|chr12:88498903-88500280,genic,KITLG,88580473,False,0.002375,0.0850968432259742,0.00273,0.0565970188609851,88499591,80.882
chr12,88501931,88502978,genic|chr12:88501931-88502978,genic,KITLG,88580473,False,0.001361,0.0723743601163632,0.001307,0.0444924881430134,88502454,78.019
chr12,88507247,88507747,genic|chr12:88507247-88507747,genic,KITLG,88580473,False,0.000974,0.0744512837524017,0.001235,0.0471869761627824,88507497,72.976
chr12,88509337,88510064,genic|chr12:88509337-88510064,genic,KITLG,88580473,False,0.001182,0.0748897229232736,0.001504,0.0481821960541903,88509700,70.773
chr12,88510126,88510626,genic|chr12:88510126-88510626,genic,KITLG,88580473,False,0.000888,0.0671930249742839,0.000912,0.0438739148082375,88510376,70.097
chr12,88511283,88511783,genic|chr12:88511283-88511783,genic,KITLG,88580473,False,0.000638,0.0635874823468939,0.001449,0.0475492265268716,88511533,68.94
chr12,88516776,88517276,genic|chr12:88516776-88517276,genic,KITLG,88580473,False,0.001799,0.0769430090142089,0.002507,0.0552077052421161,88517026,63.447
chr12,88517293,88518198,genic|chr12:88517293-88518198,genic,KITLG,88580473,False,0.00152,0.072547009055065,0.002046,0.0505998731476191,88517745,62.728
chr12,88519044,88519544,genic|chr12:88519044-88519544,genic,KITLG,88580473,False,0.001594,0.072574202706279,0.001744,0.0475697985989578,88519294,61.179
chr12,88519946,88520446,genic|chr12:88519946-88520446,genic,KITLG,88580473,False,0.001525,0.0778409715170281,0.001793,0.0483261221948314,88520196,60.277
chr12,88527328,88527828,genic|chr12:88527328-88527828,genic,KITLG,88580473,False,0.000767,0.0609167137123221,0.00134,0.0441076653550185,88527578,52.895
chr12,88529740,88530240,genic|chr12:88529740-88530240,genic,KITLG,88580473,False,0.001377,0.068508328297536,0.00197,0.0499041169534186,88529990,50.483
chr12,88532721,88533484,genic|chr12:88532721-88533484,genic,KITLG,88580473,False,0.002231,0.0893627859934894,0.001938,0.047278858129551,88533102,47.371
chr12,88535314,88535814,genic|chr12:88535314-88535814,genic,KITLG,88580473,False,0.000633,0.0657437701479936,0.001784,0.049756853235949,88535564,44.909
chr12,88537786,88538662,genic|chr12:88537786-88538662,genic,KITLG,88580473,False,0.002256,0.0861850913063939,0.002831,0.0588536108202481,88538224,42.249
chr12,88538723,88539223,genic|chr12:88538723-88539223,genic,KITLG,88580473,False,0.001367,0.0725304806800867,0.002156,0.0513873722717307,88538973,41.5
chr12,88539822,88540322,genic|chr12:88539822-88540322,genic,KITLG,88580473,False,0.002328,0.084770043272917,0.001857,0.0474191186673417,88540072,40.401
chr12,88541034,88541534,genic|chr12:88541034-88541534,genic,KITLG,88580473,False,0.0017,0.0750680417479125,0.002323,0.0498925765655913,88541284,39.189
chr12,88544972,88545472,genic|chr12:88544972-88545472,genic,KITLG,88580473,False,0.001926,0.0818108300782681,0.001635,0.0460894177875136,88545222,35.251
chr12,88547859,88548359,genic|chr12:88547859-88548359,genic,KITLG,88580473,False,0.002775,0.0906593135915394,0.004298,0.0677334083986808,88548109,32.364
chr12,88548550,88549050,genic|chr12:88548550-88549050,genic,KITLG,88580473,False,0.002614,0.0863465500985447,0.003406,0.0582930304702579,88548800,31.673
chr12,88550072,88550572,genic|chr12:88550072-88550572,genic,KITLG,88580473,False,0.002637,0.0884913065605993,0.0051,0.0805937369481397,88550322,30.151
chr12,88553921,88554798,genic|chr12:88553921-88554798,genic,KITLG,88580473,False,0.008623,0.1788404665531317,0.015401,0.2071922612851483,88554359,26.114
chr12,88556227,88556882,genic|chr12:88556227-88556882,genic,KITLG,88580473,False,0.005578,0.1423920686963244,0.009036,0.1274887635004656,88556554,23.919
chr12,88557006,88557506,genic|chr12:88557006-88557506,genic,KITLG,88580473,False,0.005576,0.1378986974840935,0.00667,0.0962130995746451,88557256,23.217
chr12,88559745,88560245,genic|chr12:88559745-88560245,genic,KITLG,88580473,False,0.006044,0.1417535853423971,0.00722,0.1000128892320744,88559995,20.478
chr12,88561394,88561894,genic|chr12:88561394-88561894,genic,KITLG,88580473,False,0.004869,0.1216821742335232,0.006829,0.0974208238797642,88561644,18.829
chr12,88563222,88563722,genic|chr12:88563222-88563722,genic,KITLG,88580473,False,0.004783,0.1161623290950991,0.008633,0.1142700337034187,88563472,17.001
chr12,88565574,88566865,genic|chr12:88565574-88566865,genic,KITLG,88580473,False,0.016308,0.3178461080615767,0.03885,0.5297584180748063,88566219,14.254
chr12,88567833,88568333,genic|chr12:88567833-88568333,genic,KITLG,88580473,False,0.006887,0.1488960603165263,0.012723,0.1757936463170439,88568083,12.39
chr12,88568901,88569401,genic|chr12:88568901-88569401,genic,KITLG,88580473,False,0.006543,0.1349387650240119,0.014271,0.1857802150800374,88569151,11.322
chr12,88570107,88570607,genic|chr12:88570107-88570607,genic,KITLG,88580473,False,0.010372,0.1972858953210864,0.021338,0.2806428981997534,88570357,10.116
chr12,88577527,88578027,genic|chr12:88577527-88578027,genic,KITLG,88580473,False,0.066194,0.8694930091668505,0.093577,0.887221803177185,88577777,2.696
chr12,88578216,88578716,genic|chr12:88578216-88578716,genic,KITLG,88580473,False,0.058038,0.8146043828813675,0.093601,0.8684425208105845,88578466,2.007
chr12,88579045,88579545,genic|chr12:88579045-88579545,genic,KITLG,88580473,False,0.048355,0.7020403010791801,0.086978,0.8099844185980652,88579295,1.178
chr12,88580223,88581018,promoter|chr12:88580223-88581018,promoter,KITLG,88580473,True,1.0,0.9998759138102696,1.0,0.9997909208583254,88580620,0.147
chr12,88600265,88600765,intergenic|chr12:88600265-88600765,intergenic,KITLG,88580473,False,0.006367,0.0474598288863142,0.003982,0.0195613613271468,88600515,20.042
chr12,88633271,88633771,intergenic|chr12:88633271-88633771,intergenic,KITLG,88580473,False,0.002236,0.0277665663722741,0.001567,0.0134435594587843,88633521,53.048
chr12,88633853,88634353,intergenic|chr12:88633853-88634353,intergenic,KITLG,88580473,False,0.000769,0.0269545613833377,0.000821,0.0145955539034958,88634103,53.63
chr12,88657956,88658863,intergenic|chr12:88657956-88658863,intergenic,KITLG,88580473,False,0.005573,0.0545680056886995,0.001752,0.0168117766216116,88658409,77.936
chr12,88661179,88661679,intergenic|chr12:88661179-88661679,intergenic,KITLG,88580473,False,0.000333,0.0252130407510458,0.000688,0.0163208653599572,88661429,80.956
chr12,88707747,88708247,intergenic|chr12:88707747-88708247,intergenic,KITLG,88580473,False,0.000472,0.0215446977658257,0.000147,0.0105507231016829,88707997,127.524
chr12,88724938,88725438,intergenic|chr12:88724938-88725438,intergenic,KITLG,88580473,False,0.000376,0.024326087405385,0.000311,0.0122843032740008,88725188,144.715
chr12,88738256,88738756,intergenic|chr12:88738256-88738756,intergenic,KITLG,88580473,False,0.000979,0.0309847873801219,0.000478,0.013485905973956,88738506,158.033
chr12,88747146,88747646,intergenic|chr12:88747146-88747646,intergenic,KITLG,88580473,False,0.000917,0.0319066539367913,0.0004,0.0161244675032536,88747396,166.923
chr12,88747817,88748317,intergenic|chr12:88747817-88748317,intergenic,KITLG,88580473,False,0.000573,0.0319730193354213,0.00042,0.0170152203369317,88748067,167.594
chr12,88753070,88753570,intergenic|chr12:88753070-88753570,intergenic,KITLG,88580473,False,0.000436,0.0262618040915692,0.00036,0.0150942499194238,88753320,172.847
chr12,88820445,88820945,intergenic|chr12:88820445-88820945,intergenic,KITLG,88580473,False,0.000218,0.0257256392317913,0.00033,0.0160060759094745,88820695,240.222
chr12,88836139,88836639,intergenic|chr12:88836139-88836639,intergenic,KITLG,88580473,False,0.000693,0.0323650657177606,0.000204,0.0153979940573876,88836389,255.916
chr12,88854233,88854733,intergenic|chr12:88854233-88854733,intergenic,KITLG,88580473,False,0.002925,0.0560557360581751,0.000863,0.0203056073231397,88854483,274.01
chr12,88855063,88855563,intergenic|chr12:88855063-88855563,intergenic,KITLG,88580473,False,0.00209,0.0551238412097171,0.000701,0.0212030752503074,88855313,274.84
chr12,88877485,88878998,intergenic|chr12:88877485-88878998,intergenic,KITLG,88580473,False,0.003276,0.0533470380342983,0.000957,0.0181712860319477,88878241,297.768
