element_name,chr,start,end,name,class,activity_base,activity_base_squared,TargetGene,TargetGeneTSS,TargetGeneExpression,TargetGenePromoterActivityQuantile,TargetGeneIsExpressed,distance,isSelfPromoter,powerlaw_contact,powerlaw_contact_reference,hic_contact,juicebox_contact_values,hic_contact_pl_scaled,hic_pseudocount,hic_contact_pl_scaled_adj,ABC.Score.Numerator,ABC.Score,powerlaw.Score.Numerator,powerlaw.Score,CellType,hic_contact_squared,activity_base+aux,activity_base_squared+aux,TargetGeneExpression+aux,powerlaw_contact+aux,powerlaw_contact_reference+aux,hic_contact+aux,juicebox_contact_values+aux,hic_contact_pl_scaled+aux,hic_pseudocount+aux,hic_contact_pl_scaled_adj+aux,ABC.Score.Numerator+aux,ABC.Score+aux,powerlaw.Score.Numerator+aux,powerlaw.Score+aux,hic_contact_squared+aux,distance kb,Hi-C FC(+aux/-aux),Hi-C log2FC(+aux/-aux),Hi-C log10FC(+aux/-aux)
genic|chr12:92080226-92080928|KITLG,chr12,92080226,92080928,genic|chr12:92080226-92080928,genic,4.39756,19.338534,KITLG,88580473,,0.812428,True,3500104.0,False,0.000211,0.000413,0.000315,0.000315,0.000315,0.000211,0.000526,0.002314,0.000717,0.001818,7.3e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,4.39756,19.338534,,0.000334,0.000413,0.000178,0.000178,0.000178,0.000334,0.000512,0.002252,0.000917,0.001818,7.3e-05,0.0,3500.104,0.973384030418251,-0.038918989292302,-0.0117157831779084
genic|chr12:92094654-92095154|KITLG,chr12,92094654,92095154,genic|chr12:92094654-92095154,genic,0.921504,0.84917,KITLG,88580473,,0.812428,True,3514431.0,False,0.000211,0.000412,0.0,,0.0,0.000211,0.000211,0.000194,6e-05,0.00038,1.5e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.921504,0.84917,,0.000333,0.000412,0.0,,0.0,0.000333,0.000333,0.000307,0.000125,0.00038,1.5e-05,0.0,3514.431,1.5781990521327014,0.6582791783640758,0.1981617782086271
genic|chr12:92134800-92135300|KITLG,chr12,92134800,92135300,genic|chr12:92134800-92135300,genic,1.329761,1.768264,KITLG,88580473,,0.812428,True,3554577.0,False,0.000208,0.000408,0.0,,0.0,0.000208,0.000208,0.000277,8.6e-05,0.000542,2.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.329761,1.768264,,0.000329,0.000408,0.0,,0.0,0.000329,0.000329,0.000438,0.000178,0.000542,2.2e-05,0.0,3554.577,1.5817307692307692,0.6615040555941487,0.1991325629872129
genic|chr12:92137011-92137691|KITLG,chr12,92137011,92137691,genic|chr12:92137011-92137691,genic,2.417814,5.845825,KITLG,88580473,,0.812428,True,3556878.0,False,0.000208,0.000408,0.0,,0.0,0.000208,0.000208,0.000503,0.000156,0.000985,3.9e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,2.417814,5.845825,,0.000329,0.000408,0.0,,0.0,0.000329,0.000329,0.000795,0.000324,0.000985,3.9e-05,0.0,3556.878,1.5817307692307692,0.6615040555941487,0.1991325629872129
genic|chr12:92137997-92138497|KITLG,chr12,92137997,92138497,genic|chr12:92137997-92138497,genic,0.752407,0.566116,KITLG,88580473,,0.812428,True,3557774.0,False,0.000208,0.000407,0.0,,0.0,0.000208,0.000208,0.000156,4.8e-05,0.000307,1.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.752407,0.566116,,0.000329,0.000407,0.0,,0.0,0.000329,0.000329,0.000247,0.000101,0.000307,1.2e-05,0.0,3557.774,1.5817307692307692,0.6615040555941487,0.1991325629872129
genic|chr12:92139467-92140112|KITLG,chr12,92139467,92140112,genic|chr12:92139467-92140112,genic,1.538026,2.365524,KITLG,88580473,,0.812428,True,3559316.5,False,0.000208,0.000407,0.0,,0.0,0.000208,0.000208,0.000319,9.9e-05,0.000626,2.5e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.538026,2.365524,,0.000329,0.000407,0.0,,0.0,0.000329,0.000329,0.000506,0.000206,0.000626,2.5e-05,0.0,3559.3165,1.5817307692307692,0.6615040555941487,0.1991325629872129
promoter|chr12:92142581-92143081|KITLG,chr12,92142581,92143081,promoter|chr12:92142581-92143081,promoter,1.301758,1.694574,KITLG,88580473,,0.812428,True,3562358.0,False,0.000208,0.000407,0.0,,0.0,0.000208,0.000208,0.00027,8.4e-05,0.00053,2.1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.301758,1.694574,,0.000329,0.000407,0.0,,0.0,0.000329,0.000329,0.000428,0.000174,0.00053,2.1e-05,0.0,3562.358,1.5817307692307692,0.6615040555941487,0.1991325629872129
genic|chr12:92143973-92144584|KITLG,chr12,92143973,92144584,genic|chr12:92143973-92144584,genic,3.56384,12.700956,KITLG,88580473,,0.812428,True,3563805.5,False,0.000207,0.000407,0.0,,0.0,0.000207,0.000207,0.000739,0.000229,0.00145,5.8e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,3.56384,12.700956,,0.000328,0.000407,0.0,,0.0,0.000328,0.000328,0.00117,0.000477,0.00145,5.8e-05,0.0,3563.8055,1.5845410628019323,0.6640650471187595,0.1999034982547614
genic|chr12:92144605-92145105|KITLG,chr12,92144605,92145105,genic|chr12:92144605-92145105,genic,2.152237,4.632124,KITLG,88580473,,0.812428,True,3564382.0,False,0.000207,0.000407,0.0,,0.0,0.000207,0.000207,0.000446,0.000138,0.000876,3.5e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,2.152237,4.632124,,0.000328,0.000407,0.0,,0.0,0.000328,0.000328,0.000707,0.000288,0.000876,3.5e-05,0.0,3564.382,1.5845410628019323,0.6640650471187595,0.1999034982547614
promoter|chr12:92145610-92146574|KITLG,chr12,92145610,92146574,promoter|chr12:92145610-92146574,promoter,12.415404,154.142256,KITLG,88580473,,0.812428,True,3565619.0,False,0.000207,0.000407,0.0,,0.0,0.000207,0.000207,0.002574,0.000798,0.005049,0.000202,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,12.415404,154.142256,,0.000328,0.000407,0.000199,0.000199,0.000199,0.000328,0.000528,0.006551,0.002668,0.005049,0.000202,0.0,3565.619,2.55072463768116,1.35090716185913,0.4066635770768942
genic|chr12:92160929-92161429|KITLG,chr12,92160929,92161429,genic|chr12:92160929-92161429,genic,0.723087,0.522855,KITLG,88580473,,0.812428,True,3580706.0,False,0.000206,0.000405,0.0,,0.0,0.000206,0.000206,0.000149,4.6e-05,0.000293,1.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.723087,0.522855,,0.000327,0.000405,0.0,,0.0,0.000327,0.000327,0.000236,9.6e-05,0.000293,1.2e-05,0.0,3580.706,1.587378640776699,0.6666462983148644,0.2006805322911327
intergenic|chr12:92207764-92208777|KITLG,chr12,92207764,92208777,intergenic|chr12:92207764-92208777,intergenic,1.082554,1.171923,KITLG,88580473,,0.812428,True,3627797.5,False,0.000204,0.000401,0.0,,0.0,0.000204,0.000204,0.00022,6.8e-05,0.000434,1.7e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.082554,1.171923,,0.000323,0.000401,0.000209,0.000209,0.000209,0.000323,0.000532,0.000576,0.000235,0.000434,1.7e-05,0.0,3627.7975,2.607843137254902,1.3828570935296938,0.4162814648691495
intergenic|chr12:92224840-92225340|KITLG,chr12,92224840,92225340,intergenic|chr12:92224840-92225340,intergenic,0.720218,0.518714,KITLG,88580473,,0.812428,True,3644617.0,False,0.000203,0.000399,0.0,,0.0,0.000203,0.000203,0.000146,4.5e-05,0.000287,1.1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.720218,0.518714,,0.000322,0.000399,0.0,,0.0,0.000322,0.000322,0.000232,9.4e-05,0.000287,1.1e-05,0.0,3644.617,1.5862068965517242,0.6655809609294412,0.2003598337826178
intergenic|chr12:92289865-92290666|KITLG,chr12,92289865,92290666,intergenic|chr12:92289865-92290666,intergenic,0.791197,0.625993,KITLG,88580473,,0.812428,True,3709792.5,False,0.000199,0.000393,0.0,,0.0,0.000199,0.000199,0.000157,4.9e-05,0.000311,1.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.791197,0.625993,,0.000316,0.000393,0.0,,0.0,0.000316,0.000316,0.00025,0.000102,0.000311,1.2e-05,0.0,3709.7925,1.587939698492462,0.6671561276334526,0.200834006208697
intergenic|chr12:92370472-92370972|KITLG,chr12,92370472,92370972,intergenic|chr12:92370472-92370972,intergenic,0.515731,0.265978,KITLG,88580473,,0.812428,True,3790249.0,False,0.000194,0.000386,0.0,,0.0,0.000194,0.000194,0.0001,3.1e-05,0.000199,8e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.515731,0.265978,,0.00031,0.000386,0.0,,0.0,0.00031,0.00031,0.00016,6.5e-05,0.000199,8e-06,0.0,3790.249,1.597938144329897,0.6762115630871097,0.2035599639040466
intergenic|chr12:92396856-92397356|KITLG,chr12,92396856,92397356,intergenic|chr12:92396856-92397356,intergenic,0.709117,0.502847,KITLG,88580473,,0.812428,True,3816633.0,False,0.000193,0.000383,0.0,,0.0,0.000193,0.000193,0.000137,4.2e-05,0.000272,1.1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.709117,0.502847,,0.000308,0.000383,0.0,,0.0,0.000308,0.000308,0.000218,8.9e-05,0.000272,1.1e-05,0.0,3816.633,1.5958549222797929,0.6743295034268222,0.2029934074926704
intergenic|chr12:92408028-92408528|KITLG,chr12,92408028,92408528,intergenic|chr12:92408028-92408528,intergenic,0.46373,0.215046,KITLG,88580473,,0.812428,True,3827805.0,False,0.000192,0.000382,0.0,,0.0,0.000192,0.000192,8.9e-05,2.8e-05,0.000177,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.46373,0.215046,,0.000307,0.000382,0.0,,0.0,0.000307,0.000307,0.000142,5.8e-05,0.000177,7e-06,0.0,3827.805,1.5989583333333333,0.6771323446490225,0.2038371467736368
promoter|chr12:92421280-92421780|KITLG,chr12,92421280,92421780,promoter|chr12:92421280-92421780,promoter,0.435784,0.189908,KITLG,88580473,,0.812428,True,3841057.0,False,0.000192,0.000381,0.000318,0.000318,0.000318,0.000192,0.00051,0.000222,6.9e-05,0.000166,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.435784,0.189908,,0.000306,0.000381,0.000174,0.000174,0.000174,0.000306,0.000481,0.000209,8.5e-05,0.000166,7e-06,0.0,3841.057,0.9431372549019608,-0.0844603530888168,-0.0254250997241043
promoter|chr12:92427898-92428398|KITLG,chr12,92427898,92428398,promoter|chr12:92427898-92428398,promoter,0.410888,0.168829,KITLG,88580473,,0.812428,True,3847675.0,False,0.000191,0.000381,0.0,,0.0,0.000191,0.000191,7.9e-05,2.4e-05,0.000156,6e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.410888,0.168829,,0.000306,0.000381,0.0,,0.0,0.000306,0.000306,0.000126,5.1e-05,0.000156,6e-06,0.0,3847.675,1.6020942408376964,0.6799590146569034,0.2046880592338524
intergenic|chr12:92442679-92443179|KITLG,chr12,92442679,92443179,intergenic|chr12:92442679-92443179,intergenic,0.386504,0.149385,KITLG,88580473,,0.812428,True,3862456.0,False,0.00019,0.000379,0.0,,0.0,0.00019,0.00019,7.4e-05,2.3e-05,0.000147,6e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.386504,0.149385,,0.000305,0.000379,0.0,,0.0,0.000305,0.000305,0.000118,4.8e-05,0.000147,6e-06,0.0,3862.456,1.6052631578947367,0.6828098241193015,0.205546238393957
intergenic|chr12:92445391-92445891|KITLG,chr12,92445391,92445891,intergenic|chr12:92445391-92445891,intergenic,0.669449,0.448162,KITLG,88580473,,0.812428,True,3865168.0,False,0.00019,0.000379,0.0,,0.0,0.00019,0.00019,0.000127,3.9e-05,0.000254,1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.669449,0.448162,,0.000304,0.000379,0.0,,0.0,0.000304,0.000304,0.000204,8.3e-05,0.000254,1e-05,0.0,3865.168,1.6,0.6780719051126383,0.204119982655925
intergenic|chr12:92457410-92457910|KITLG,chr12,92457410,92457910,intergenic|chr12:92457410-92457910,intergenic,0.612853,0.375589,KITLG,88580473,,0.812428,True,3877187.0,False,0.00019,0.000378,0.0,,0.0,0.00019,0.00019,0.000116,3.6e-05,0.000232,9e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.612853,0.375589,,0.000304,0.000378,0.0,,0.0,0.000304,0.000304,0.000186,7.6e-05,0.000232,9e-06,0.0,3877.187,1.6,0.6780719051126383,0.204119982655925
promoter|chr12:92466428-92466928|KITLG,chr12,92466428,92466928,promoter|chr12:92466428-92466928,promoter,0.226494,0.0513,KITLG,88580473,,0.812428,True,3886205.0,False,0.000189,0.000377,0.0,,0.0,0.000189,0.000189,4.3e-05,1.3e-05,8.5e-05,3e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.226494,0.0513,,0.000303,0.000377,0.0,,0.0,0.000303,0.000303,6.9e-05,2.8e-05,8.5e-05,3e-06,0.0,3886.205,1.603174603174603,0.6809315592518796,0.2049808243290605
intergenic|chr12:92502408-92502908|KITLG,chr12,92502408,92502908,intergenic|chr12:92502408-92502908,intergenic,0.481514,0.231856,KITLG,88580473,,0.812428,True,3922185.0,False,0.000187,0.000374,0.0,,0.0,0.000187,0.000187,9e-05,2.8e-05,0.00018,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.481514,0.231856,,0.0003,0.000374,0.0,,0.0,0.0003,0.0003,0.000145,5.9e-05,0.00018,7e-06,0.0,3922.185,1.60427807486631,0.681924230608244,0.2052796481831635
intergenic|chr12:92509192-92509692|KITLG,chr12,92509192,92509692,intergenic|chr12:92509192-92509692,intergenic,0.340732,0.116098,KITLG,88580473,,0.812428,True,3928969.0,False,0.000187,0.000374,0.0,,0.0,0.000187,0.000187,6.4e-05,2e-05,0.000127,5e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.340732,0.116098,,0.0003,0.000374,0.0,,0.0,0.0003,0.0003,0.000102,4.2e-05,0.000127,5e-06,0.0,3928.969,1.60427807486631,0.681924230608244,0.2052796481831635
intergenic|chr12:92516097-92516597|KITLG,chr12,92516097,92516597,intergenic|chr12:92516097-92516597,intergenic,0.797883,0.636617,KITLG,88580473,,0.812428,True,3935874.0,False,0.000187,0.000373,0.0,,0.0,0.000187,0.000187,0.000149,4.6e-05,0.000298,1.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.797883,0.636617,,0.000299,0.000373,0.000194,0.000194,0.000194,0.000299,0.000494,0.000394,0.00016,0.000298,1.2e-05,0.0,3935.874,2.641711229946524,1.4014727716970403,0.421885342387148
intergenic|chr12:92538974-92539643|KITLG,chr12,92538974,92539643,intergenic|chr12:92538974-92539643,intergenic,2.840789,8.070082,KITLG,88580473,,0.812428,True,3958835.5,False,0.000185,0.000371,0.0,,0.0,0.000185,0.000185,0.000527,0.000163,0.001055,4.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,2.840789,8.070082,,0.000298,0.000371,0.000191,0.000191,0.000191,0.000298,0.000489,0.001389,0.000566,0.001055,4.2e-05,0.0,3958.8355,2.643243243243243,1.4023091944359205,0.4221371307206065
intergenic|chr12:92543233-92543733|KITLG,chr12,92543233,92543733,intergenic|chr12:92543233-92543733,intergenic,0.471055,0.221893,KITLG,88580473,,0.812428,True,3963010.0,False,0.000185,0.000371,0.0,,0.0,0.000185,0.000185,8.7e-05,2.7e-05,0.000175,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.471055,0.221893,,0.000297,0.000371,0.000195,0.000195,0.000195,0.000297,0.000493,0.000232,9.5e-05,0.000175,7e-06,0.0,3963.01,2.6648648648648647,1.414062375861599,0.4256751908742164
intergenic|chr12:92551867-92552367|KITLG,chr12,92551867,92552367,intergenic|chr12:92551867-92552367,intergenic,1.001765,1.003533,KITLG,88580473,,0.812428,True,3971644.0,False,0.000185,0.00037,0.0,,0.0,0.000185,0.000185,0.000185,5.7e-05,0.000371,1.5e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.001765,1.003533,,0.000297,0.00037,0.0,,0.0,0.000297,0.000297,0.000297,0.000121,0.000371,1.5e-05,0.0,3971.644,1.6054054054054054,0.6829376602844537,0.2055847209141985
intergenic|chr12:92570026-92570797|KITLG,chr12,92570026,92570797,intergenic|chr12:92570026-92570797,intergenic,1.971132,3.885361,KITLG,88580473,,0.812428,True,3989938.5,False,0.000184,0.000369,0.0,,0.0,0.000184,0.000184,0.000363,0.000112,0.000727,2.9e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.971132,3.885361,,0.000296,0.000369,0.000347,0.000347,0.000347,0.000296,0.000642,0.001266,0.000516,0.000727,2.9e-05,0.0,3989.9385,3.489130434782609,1.8028675310652904,0.5427172050593168
intergenic|chr12:92573030-92573530|KITLG,chr12,92573030,92573530,intergenic|chr12:92573030-92573530,intergenic,0.850949,0.724114,KITLG,88580473,,0.812428,True,3992807.0,False,0.000184,0.000369,0.0,,0.0,0.000184,0.000184,0.000156,4.8e-05,0.000314,1.3e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.850949,0.724114,,0.000295,0.000369,0.000347,0.000347,0.000347,0.000295,0.000642,0.000546,0.000223,0.000314,1.3e-05,0.0,3992.807,3.489130434782609,1.8028675310652904,0.5427172050593168
intergenic|chr12:92574324-92574824|KITLG,chr12,92574324,92574824,intergenic|chr12:92574324-92574824,intergenic,0.811127,0.657927,KITLG,88580473,,0.812428,True,3994101.0,False,0.000184,0.000368,0.0,,0.0,0.000184,0.000184,0.000149,4.6e-05,0.000299,1.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.811127,0.657927,,0.000295,0.000368,0.000347,0.000347,0.000347,0.000295,0.000642,0.000521,0.000212,0.000299,1.2e-05,0.0,3994.101,3.489130434782609,1.8028675310652904,0.5427172050593168
intergenic|chr12:92593755-92594255|KITLG,chr12,92593755,92594255,intergenic|chr12:92593755-92594255,intergenic,0.473368,0.224077,KITLG,88580473,,0.812428,True,4013532.0,False,0.000183,0.000367,0.0,,0.0,0.000183,0.000183,8.7e-05,2.7e-05,0.000174,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.473368,0.224077,,0.000294,0.000367,0.0,,0.0,0.000294,0.000294,0.000139,5.7e-05,0.000174,7e-06,0.0,4013.532,1.6065573770491803,0.6839725065523208,0.2058962406817279
intergenic|chr12:92597973-92598473|KITLG,chr12,92597973,92598473,intergenic|chr12:92597973-92598473,intergenic,0.273299,0.074692,KITLG,88580473,,0.812428,True,4017750.0,False,0.000183,0.000367,0.0,,0.0,0.000183,0.000183,5e-05,1.5e-05,0.0001,4e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.273299,0.074692,,0.000294,0.000367,0.0,,0.0,0.000294,0.000294,8e-05,3.3e-05,0.0001,4e-06,0.0,4017.75,1.6065573770491803,0.6839725065523208,0.2058962406817279
intergenic|chr12:92602461-92602961|KITLG,chr12,92602461,92602961,intergenic|chr12:92602461-92602961,intergenic,0.903993,0.817203,KITLG,88580473,,0.812428,True,4022238.0,False,0.000182,0.000366,0.0,,0.0,0.000182,0.000182,0.000165,5.1e-05,0.000331,1.3e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.903993,0.817203,,0.000293,0.000366,0.0,,0.0,0.000293,0.000293,0.000265,0.000108,0.000331,1.3e-05,0.0,4022.238,1.60989010989011,0.6869622142235521,0.2067962323690348
intergenic|chr12:92603600-92604100|KITLG,chr12,92603600,92604100,intergenic|chr12:92603600-92604100,intergenic,0.691366,0.477987,KITLG,88580473,,0.812428,True,4023377.0,False,0.000182,0.000366,0.0,,0.0,0.000182,0.000182,0.000126,3.9e-05,0.000253,1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.691366,0.477987,,0.000293,0.000366,0.0,,0.0,0.000293,0.000293,0.000203,8.3e-05,0.000253,1e-05,0.0,4023.377,1.60989010989011,0.6869622142235521,0.2067962323690348
intergenic|chr12:92608416-92609140|KITLG,chr12,92608416,92609140,intergenic|chr12:92608416-92609140,intergenic,1.581279,2.500443,KITLG,88580473,,0.812428,True,4028305.0,False,0.000182,0.000366,0.0,,0.0,0.000182,0.000182,0.000288,8.9e-05,0.000578,2.3e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.581279,2.500443,,0.000293,0.000366,0.0,,0.0,0.000293,0.000293,0.000463,0.000189,0.000578,2.3e-05,0.0,4028.305,1.60989010989011,0.6869622142235521,0.2067962323690348
intergenic|chr12:92624141-92624641|KITLG,chr12,92624141,92624641,intergenic|chr12:92624141-92624641,intergenic,0.634255,0.402279,KITLG,88580473,,0.812428,True,4043918.0,False,0.000181,0.000365,0.0,,0.0,0.000181,0.000181,0.000115,3.6e-05,0.000231,9e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.634255,0.402279,,0.000292,0.000365,0.0,,0.0,0.000292,0.000292,0.000185,7.5e-05,0.000231,9e-06,0.0,4043.918,1.6132596685082872,0.6899786717968119,0.2077042765792338
intergenic|chr12:92649889-92650389|KITLG,chr12,92649889,92650389,intergenic|chr12:92649889-92650389,intergenic,1.547618,2.395121,KITLG,88580473,,0.812428,True,4069666.0,False,0.00018,0.000362,0.0,,0.0,0.00018,0.00018,0.000279,8.6e-05,0.000561,2.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.547618,2.395121,,0.00029,0.000362,0.0,,0.0,0.00029,0.00029,0.000449,0.000183,0.000561,2.2e-05,0.0,4069.666,1.611111111111111,0.6880559936852606,0.20712549279565
promoter|chr12:92702592-92703092|KITLG,chr12,92702592,92703092,promoter|chr12:92702592-92703092,promoter,0.188584,0.035564,KITLG,88580473,,0.812428,True,4122369.0,False,0.000178,0.000358,0.0,,0.0,0.000178,0.000178,3.3e-05,1e-05,6.8e-05,3e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.188584,0.035564,,0.000287,0.000358,0.000202,0.000202,0.000202,0.000287,0.000489,9.2e-05,3.8e-05,6.8e-05,3e-06,0.0,4122.369,2.7471910112359548,1.4579572239858365,0.4388888568147262
intergenic|chr12:92717131-92717631|KITLG,chr12,92717131,92717631,intergenic|chr12:92717131-92717631,intergenic,0.65147,0.424413,KITLG,88580473,,0.812428,True,4136908.0,False,0.000177,0.000357,0.0,,0.0,0.000177,0.000177,0.000115,3.6e-05,0.000233,9e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.65147,0.424413,,0.000286,0.000357,0.0,,0.0,0.000286,0.000286,0.000186,7.6e-05,0.000233,9e-06,0.0,4136.908,1.6158192090395482,0.6922657866953923,0.2083927667672367
intergenic|chr12:92724377-92724877|KITLG,chr12,92724377,92724877,intergenic|chr12:92724377-92724877,intergenic,0.404616,0.163714,KITLG,88580473,,0.812428,True,4144154.0,False,0.000177,0.000357,0.0,,0.0,0.000177,0.000177,7.1e-05,2.2e-05,0.000144,6e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.404616,0.163714,,0.000285,0.000357,0.0,,0.0,0.000285,0.000285,0.000115,4.7e-05,0.000144,6e-06,0.0,4144.154,1.6101694915254237,0.6872125589691063,0.2068715936467038
intergenic|chr12:92735224-92735724|KITLG,chr12,92735224,92735724,intergenic|chr12:92735224-92735724,intergenic,0.635248,0.40354,KITLG,88580473,,0.812428,True,4155001.0,False,0.000176,0.000356,0.0,,0.0,0.000176,0.000176,0.000112,3.5e-05,0.000226,9e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.635248,0.40354,,0.000285,0.000356,0.0,,0.0,0.000285,0.000285,0.000181,7.4e-05,0.000226,9e-06,0.0,4155.001,1.619318181818182,0.6953864904148066,0.2093321921943602
promoter|chr12:92736238-92736738|KITLG,chr12,92736238,92736738,promoter|chr12:92736238-92736738,promoter,0.187817,0.035275,KITLG,88580473,,0.812428,True,4156015.0,False,0.000176,0.000356,0.0,,0.0,0.000176,0.000176,3.3e-05,1e-05,6.7e-05,3e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.187817,0.035275,,0.000285,0.000356,0.0,,0.0,0.000285,0.000285,5.3e-05,2.2e-05,6.7e-05,3e-06,0.0,4156.015,1.619318181818182,0.6953864904148066,0.2093321921943602
genic|chr12:92739024-92739524|KITLG,chr12,92739024,92739524,genic|chr12:92739024-92739524,genic,0.809457,0.655221,KITLG,88580473,,0.812428,True,4158801.0,False,0.000176,0.000356,0.0,,0.0,0.000176,0.000176,0.000142,4.4e-05,0.000288,1.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.809457,0.655221,,0.000284,0.000356,0.0,,0.0,0.000284,0.000284,0.00023,9.4e-05,0.000288,1.2e-05,0.0,4158.801,1.6136363636363638,0.6903155008673849,0.2078056722328876
